Gene.ID,Cluster
HORVU.MOREX.r3.4HG0404940,Cluster 2
HORVU.MOREX.r3.4HG0405050,Cluster 2
HORVU.MOREX.r3.4HG0405320,Cluster 2
HORVU.MOREX.r3.4HG0405370,Cluster 2
HORVU.MOREX.r3.4HG0405650,Cluster 2
HORVU.MOREX.r3.4HG0405710,Cluster 2
HORVU.MOREX.r3.4HG0405920,Cluster 2
HORVU.MOREX.r3.4HG0406350,Cluster 2
HORVU.MOREX.r3.4HG0406380,Cluster 2
HORVU.MOREX.r3.4HG0406710,Cluster 2
HORVU.MOREX.r3.4HG0406880,Cluster 2
HORVU.MOREX.r3.4HG0407100,Cluster 2
HORVU.MOREX.r3.4HG0407600,Cluster 2
HORVU.MOREX.r3.4HG0407610,Cluster 2
HORVU.MOREX.r3.4HG0407730,Cluster 2
HORVU.MOREX.r3.4HG0407750,Cluster 2
HORVU.MOREX.r3.4HG0408780,Cluster 2
HORVU.MOREX.r3.4HG0408930,Cluster 2
HORVU.MOREX.r3.4HG0408940,Cluster 2
HORVU.MOREX.r3.4HG0409010,Cluster 2
HORVU.MOREX.r3.4HG0409150,Cluster 2
HORVU.MOREX.r3.4HG0409180,Cluster 2
HORVU.MOREX.r3.4HG0409360,Cluster 2
HORVU.MOREX.r3.4HG0409670,Cluster 2
HORVU.MOREX.r3.4HG0409770,Cluster 2
HORVU.MOREX.r3.4HG0409900,Cluster 2
HORVU.MOREX.r3.4HG0410340,Cluster 2
HORVU.MOREX.r3.4HG0410550,Cluster 2
HORVU.MOREX.r3.4HG0410560,Cluster 2
HORVU.MOREX.r3.4HG0410630,Cluster 2
HORVU.MOREX.r3.4HG0410690,Cluster 2
HORVU.MOREX.r3.4HG0410720,Cluster 2
HORVU.MOREX.r3.4HG0411240,Cluster 2
HORVU.MOREX.r3.4HG0411370,Cluster 2
HORVU.MOREX.r3.4HG0411580,Cluster 2
HORVU.MOREX.r3.4HG0411620,Cluster 2
HORVU.MOREX.r3.4HG0411730,Cluster 2
HORVU.MOREX.r3.4HG0411740,Cluster 2
HORVU.MOREX.r3.4HG0412150,Cluster 2
HORVU.MOREX.r3.4HG0412610,Cluster 2
HORVU.MOREX.r3.4HG0412730,Cluster 2
HORVU.MOREX.r3.4HG0412770,Cluster 2
HORVU.MOREX.r3.4HG0412830,Cluster 2
HORVU.MOREX.r3.4HG0413620,Cluster 2
HORVU.MOREX.r3.4HG0413640,Cluster 2
HORVU.MOREX.r3.4HG0413650,Cluster 2
HORVU.MOREX.r3.4HG0413740,Cluster 2
HORVU.MOREX.r3.4HG0413770,Cluster 2
HORVU.MOREX.r3.4HG0414200,Cluster 2
HORVU.MOREX.r3.4HG0415090,Cluster 2
HORVU.MOREX.r3.4HG0415290,Cluster 2
HORVU.MOREX.r3.4HG0416090,Cluster 2
HORVU.MOREX.r3.4HG0416390,Cluster 2
HORVU.MOREX.r3.4HG0416570,Cluster 2
HORVU.MOREX.r3.4HG0417030,Cluster 2
HORVU.MOREX.r3.4HG0417190,Cluster 2
HORVU.MOREX.r3.4HG0417320,Cluster 2
HORVU.MOREX.r3.4HG0417720,Cluster 2
HORVU.MOREX.r3.4HG0417840,Cluster 2
HORVU.MOREX.r3.4HG0417850,Cluster 2
HORVU.MOREX.r3.4HG0418170,Cluster 2
HORVU.MOREX.r3.4HG0418190,Cluster 2
HORVU.MOREX.r3.4HG0418400,Cluster 2
HORVU.MOREX.r3.4HG0418530,Cluster 2
HORVU.MOREX.r3.4HG0418630,Cluster 2
HORVU.MOREX.r3.4HG0418660,Cluster 2
HORVU.MOREX.r3.4HG0418670,Cluster 2
HORVU.MOREX.r3.4HG0418760,Cluster 2
HORVU.MOREX.r3.4HG0418790,Cluster 2
HORVU.MOREX.r3.5HG0419590,Cluster 2
HORVU.MOREX.r3.5HG0420070,Cluster 2
HORVU.MOREX.r3.5HG0420190,Cluster 2
HORVU.MOREX.r3.5HG0420230,Cluster 2
HORVU.MOREX.r3.5HG0420320,Cluster 2
HORVU.MOREX.r3.5HG0420420,Cluster 2
HORVU.MOREX.r3.5HG0420500,Cluster 2
HORVU.MOREX.r3.5HG0420630,Cluster 2
HORVU.MOREX.r3.5HG0420710,Cluster 2
HORVU.MOREX.r3.5HG0420730,Cluster 2
HORVU.MOREX.r3.5HG0420960,Cluster 2
HORVU.MOREX.r3.5HG0420970,Cluster 2
HORVU.MOREX.r3.5HG0421040,Cluster 2
HORVU.MOREX.r3.5HG0421110,Cluster 2
HORVU.MOREX.r3.5HG0423190,Cluster 2
HORVU.MOREX.r3.5HG0423780,Cluster 2
HORVU.MOREX.r3.5HG0423800,Cluster 2
HORVU.MOREX.r3.5HG0424280,Cluster 2
HORVU.MOREX.r3.5HG0425010,Cluster 2
HORVU.MOREX.r3.5HG0425730,Cluster 2
HORVU.MOREX.r3.5HG0425790,Cluster 2
HORVU.MOREX.r3.5HG0425880,Cluster 2
HORVU.MOREX.r3.5HG0425990,Cluster 2
HORVU.MOREX.r3.5HG0426130,Cluster 2
HORVU.MOREX.r3.5HG0426160,Cluster 2
HORVU.MOREX.r3.5HG0426510,Cluster 2
HORVU.MOREX.r3.5HG0427250,Cluster 2
HORVU.MOREX.r3.5HG0427700,Cluster 2
HORVU.MOREX.r3.5HG0428250,Cluster 2
HORVU.MOREX.r3.5HG0428340,Cluster 2
HORVU.MOREX.r3.5HG0428440,Cluster 2
HORVU.MOREX.r3.5HG0428990,Cluster 2
HORVU.MOREX.r3.5HG0429040,Cluster 2
HORVU.MOREX.r3.5HG0429420,Cluster 2
HORVU.MOREX.r3.5HG0429630,Cluster 2
HORVU.MOREX.r3.5HG0429900,Cluster 2
HORVU.MOREX.r3.5HG0429930,Cluster 2
HORVU.MOREX.r3.5HG0429940,Cluster 2
HORVU.MOREX.r3.5HG0430020,Cluster 2
HORVU.MOREX.r3.5HG0430050,Cluster 2
HORVU.MOREX.r3.5HG0430390,Cluster 2
HORVU.MOREX.r3.5HG0430500,Cluster 2
HORVU.MOREX.r3.5HG0431410,Cluster 2
HORVU.MOREX.r3.5HG0431980,Cluster 2
HORVU.MOREX.r3.5HG0432280,Cluster 2
HORVU.MOREX.r3.5HG0432340,Cluster 2
HORVU.MOREX.r3.5HG0433070,Cluster 2
HORVU.MOREX.r3.5HG0433220,Cluster 2
HORVU.MOREX.r3.5HG0433240,Cluster 2
HORVU.MOREX.r3.5HG0433250,Cluster 2
HORVU.MOREX.r3.5HG0433440,Cluster 2
HORVU.MOREX.r3.5HG0433470,Cluster 2
HORVU.MOREX.r3.5HG0433990,Cluster 2
HORVU.MOREX.r3.5HG0434210,Cluster 2
HORVU.MOREX.r3.5HG0436950,Cluster 2
HORVU.MOREX.r3.5HG0436990,Cluster 2
HORVU.MOREX.r3.5HG0437090,Cluster 2
HORVU.MOREX.r3.5HG0437380,Cluster 2
HORVU.MOREX.r3.5HG0438310,Cluster 2
HORVU.MOREX.r3.5HG0438750,Cluster 2
HORVU.MOREX.r3.5HG0438910,Cluster 2
HORVU.MOREX.r3.5HG0439240,Cluster 2
HORVU.MOREX.r3.5HG0439460,Cluster 2
HORVU.MOREX.r3.5HG0439530,Cluster 2
HORVU.MOREX.r3.5HG0439640,Cluster 2
HORVU.MOREX.r3.5HG0439870,Cluster 2
HORVU.MOREX.r3.5HG0440150,Cluster 2
HORVU.MOREX.r3.5HG0440160,Cluster 2
HORVU.MOREX.r3.5HG0440170,Cluster 2
HORVU.MOREX.r3.5HG0440720,Cluster 2
HORVU.MOREX.r3.5HG0440860,Cluster 2
HORVU.MOREX.r3.5HG0440900,Cluster 2
HORVU.MOREX.r3.5HG0441880,Cluster 2
HORVU.MOREX.r3.5HG0442190,Cluster 2
HORVU.MOREX.r3.5HG0442710,Cluster 2
HORVU.MOREX.r3.5HG0443160,Cluster 2
HORVU.MOREX.r3.5HG0443220,Cluster 2
HORVU.MOREX.r3.5HG0443280,Cluster 2
HORVU.MOREX.r3.5HG0443800,Cluster 2
HORVU.MOREX.r3.5HG0443810,Cluster 2
HORVU.MOREX.r3.5HG0444150,Cluster 2
HORVU.MOREX.r3.5HG0444460,Cluster 2
HORVU.MOREX.r3.5HG0444830,Cluster 2
HORVU.MOREX.r3.5HG0444900,Cluster 2
HORVU.MOREX.r3.5HG0445710,Cluster 2
HORVU.MOREX.r3.5HG0446480,Cluster 2
HORVU.MOREX.r3.5HG0447150,Cluster 2
HORVU.MOREX.r3.5HG0447830,Cluster 2
HORVU.MOREX.r3.5HG0447870,Cluster 2
HORVU.MOREX.r3.5HG0448250,Cluster 2
HORVU.MOREX.r3.5HG0448490,Cluster 2
HORVU.MOREX.r3.5HG0448530,Cluster 2
HORVU.MOREX.r3.5HG0449030,Cluster 2
HORVU.MOREX.r3.5HG0450250,Cluster 2
HORVU.MOREX.r3.5HG0451840,Cluster 2
HORVU.MOREX.r3.5HG0452010,Cluster 2
HORVU.MOREX.r3.5HG0452940,Cluster 2
HORVU.MOREX.r3.5HG0453240,Cluster 2
HORVU.MOREX.r3.5HG0453710,Cluster 2
HORVU.MOREX.r3.5HG0453830,Cluster 2
HORVU.MOREX.r3.5HG0454080,Cluster 2
HORVU.MOREX.r3.5HG0454500,Cluster 2
HORVU.MOREX.r3.5HG0455080,Cluster 2
HORVU.MOREX.r3.5HG0455100,Cluster 2
HORVU.MOREX.r3.5HG0455200,Cluster 2
HORVU.MOREX.r3.5HG0455760,Cluster 2
HORVU.MOREX.r3.5HG0455830,Cluster 2
HORVU.MOREX.r3.5HG0456400,Cluster 2
HORVU.MOREX.r3.5HG0456510,Cluster 2
HORVU.MOREX.r3.5HG0457050,Cluster 2
HORVU.MOREX.r3.5HG0457230,Cluster 2
HORVU.MOREX.r3.5HG0457350,Cluster 2
HORVU.MOREX.r3.5HG0457930,Cluster 2
HORVU.MOREX.r3.5HG0458170,Cluster 2
HORVU.MOREX.r3.5HG0459390,Cluster 2
HORVU.MOREX.r3.5HG0459580,Cluster 2
HORVU.MOREX.r3.5HG0459870,Cluster 2
HORVU.MOREX.r3.5HG0460560,Cluster 2
HORVU.MOREX.r3.5HG0460910,Cluster 2
HORVU.MOREX.r3.5HG0461270,Cluster 2
HORVU.MOREX.r3.5HG0461670,Cluster 2
HORVU.MOREX.r3.5HG0461960,Cluster 2
HORVU.MOREX.r3.5HG0462130,Cluster 2
HORVU.MOREX.r3.5HG0462190,Cluster 2
HORVU.MOREX.r3.5HG0462250,Cluster 2
HORVU.MOREX.r3.5HG0462460,Cluster 2
HORVU.MOREX.r3.5HG0462600,Cluster 2
HORVU.MOREX.r3.5HG0462850,Cluster 2
HORVU.MOREX.r3.5HG0463060,Cluster 2
HORVU.MOREX.r3.5HG0463550,Cluster 2
HORVU.MOREX.r3.5HG0463730,Cluster 2
HORVU.MOREX.r3.5HG0463760,Cluster 2
HORVU.MOREX.r3.5HG0464370,Cluster 2
HORVU.MOREX.r3.5HG0464380,Cluster 2
HORVU.MOREX.r3.5HG0464400,Cluster 2
HORVU.MOREX.r3.5HG0464670,Cluster 2
HORVU.MOREX.r3.5HG0465330,Cluster 2
HORVU.MOREX.r3.5HG0465340,Cluster 2
HORVU.MOREX.r3.5HG0465360,Cluster 2
HORVU.MOREX.r3.5HG0465560,Cluster 2
HORVU.MOREX.r3.5HG0466330,Cluster 2
HORVU.MOREX.r3.5HG0466340,Cluster 2
HORVU.MOREX.r3.5HG0466520,Cluster 2
HORVU.MOREX.r3.5HG0467370,Cluster 2
HORVU.MOREX.r3.5HG0467750,Cluster 2
HORVU.MOREX.r3.5HG0467780,Cluster 2
HORVU.MOREX.r3.5HG0467820,Cluster 2
HORVU.MOREX.r3.5HG0468000,Cluster 2
HORVU.MOREX.r3.5HG0468240,Cluster 2
HORVU.MOREX.r3.5HG0468700,Cluster 2
HORVU.MOREX.r3.5HG0468970,Cluster 2
HORVU.MOREX.r3.5HG0469020,Cluster 2
HORVU.MOREX.r3.5HG0469210,Cluster 2
HORVU.MOREX.r3.5HG0469320,Cluster 2
HORVU.MOREX.r3.5HG0469450,Cluster 2
HORVU.MOREX.r3.5HG0470170,Cluster 2
HORVU.MOREX.r3.5HG0470480,Cluster 2
HORVU.MOREX.r3.5HG0470930,Cluster 2
HORVU.MOREX.r3.5HG0470950,Cluster 2
HORVU.MOREX.r3.5HG0470970,Cluster 2
HORVU.MOREX.r3.5HG0471050,Cluster 2
HORVU.MOREX.r3.5HG0471060,Cluster 2
HORVU.MOREX.r3.5HG0471460,Cluster 2
HORVU.MOREX.r3.5HG0471660,Cluster 2
HORVU.MOREX.r3.5HG0471680,Cluster 2
HORVU.MOREX.r3.5HG0472140,Cluster 2
HORVU.MOREX.r3.5HG0472800,Cluster 2
HORVU.MOREX.r3.5HG0473460,Cluster 2
HORVU.MOREX.r3.5HG0473890,Cluster 2
HORVU.MOREX.r3.5HG0473920,Cluster 2
HORVU.MOREX.r3.5HG0473930,Cluster 2
HORVU.MOREX.r3.5HG0474050,Cluster 2
HORVU.MOREX.r3.5HG0474800,Cluster 2
HORVU.MOREX.r3.5HG0474900,Cluster 2
HORVU.MOREX.r3.5HG0475780,Cluster 2
HORVU.MOREX.r3.5HG0476000,Cluster 2
HORVU.MOREX.r3.5HG0476330,Cluster 2
HORVU.MOREX.r3.5HG0476410,Cluster 2
HORVU.MOREX.r3.5HG0476690,Cluster 2
HORVU.MOREX.r3.5HG0476940,Cluster 2
HORVU.MOREX.r3.5HG0477430,Cluster 2
HORVU.MOREX.r3.5HG0477510,Cluster 2
HORVU.MOREX.r3.5HG0477970,Cluster 2
HORVU.MOREX.r3.5HG0478130,Cluster 2
HORVU.MOREX.r3.5HG0478250,Cluster 2
HORVU.MOREX.r3.5HG0478280,Cluster 2
HORVU.MOREX.r3.5HG0478860,Cluster 2
HORVU.MOREX.r3.5HG0479030,Cluster 2
HORVU.MOREX.r3.5HG0479240,Cluster 2
HORVU.MOREX.r3.5HG0479520,Cluster 2
HORVU.MOREX.r3.5HG0480210,Cluster 2
HORVU.MOREX.r3.5HG0480320,Cluster 2
HORVU.MOREX.r3.5HG0480430,Cluster 2
HORVU.MOREX.r3.5HG0480740,Cluster 2
HORVU.MOREX.r3.5HG0480830,Cluster 2
HORVU.MOREX.r3.5HG0481010,Cluster 2
HORVU.MOREX.r3.5HG0481140,Cluster 2
HORVU.MOREX.r3.5HG0481240,Cluster 2
HORVU.MOREX.r3.5HG0481290,Cluster 2
HORVU.MOREX.r3.5HG0481420,Cluster 2
HORVU.MOREX.r3.5HG0481530,Cluster 2
HORVU.MOREX.r3.5HG0481600,Cluster 2
HORVU.MOREX.r3.5HG0481680,Cluster 2
HORVU.MOREX.r3.5HG0481730,Cluster 2
HORVU.MOREX.r3.5HG0481890,Cluster 2
HORVU.MOREX.r3.5HG0481900,Cluster 2
HORVU.MOREX.r3.5HG0482310,Cluster 2
HORVU.MOREX.r3.5HG0482430,Cluster 2
HORVU.MOREX.r3.5HG0482600,Cluster 2
HORVU.MOREX.r3.5HG0482670,Cluster 2
HORVU.MOREX.r3.5HG0483030,Cluster 2
HORVU.MOREX.r3.5HG0483980,Cluster 2
HORVU.MOREX.r3.5HG0483990,Cluster 2
HORVU.MOREX.r3.5HG0484020,Cluster 2
HORVU.MOREX.r3.5HG0484070,Cluster 2
HORVU.MOREX.r3.5HG0484230,Cluster 2
HORVU.MOREX.r3.5HG0484540,Cluster 2
HORVU.MOREX.r3.5HG0484660,Cluster 2
HORVU.MOREX.r3.5HG0484760,Cluster 2
HORVU.MOREX.r3.5HG0484900,Cluster 2
HORVU.MOREX.r3.5HG0485050,Cluster 2
HORVU.MOREX.r3.5HG0485540,Cluster 2
HORVU.MOREX.r3.5HG0485700,Cluster 2
HORVU.MOREX.r3.5HG0485760,Cluster 2
HORVU.MOREX.r3.5HG0485780,Cluster 2
HORVU.MOREX.r3.5HG0485790,Cluster 2
HORVU.MOREX.r3.5HG0485990,Cluster 2
HORVU.MOREX.r3.5HG0486370,Cluster 2
HORVU.MOREX.r3.5HG0486380,Cluster 2
HORVU.MOREX.r3.5HG0486400,Cluster 2
HORVU.MOREX.r3.5HG0486620,Cluster 2
HORVU.MOREX.r3.5HG0486660,Cluster 2
HORVU.MOREX.r3.5HG0486900,Cluster 2
HORVU.MOREX.r3.5HG0488090,Cluster 2
HORVU.MOREX.r3.5HG0488170,Cluster 2
HORVU.MOREX.r3.5HG0488190,Cluster 2
HORVU.MOREX.r3.5HG0488200,Cluster 2
HORVU.MOREX.r3.5HG0488230,Cluster 2
HORVU.MOREX.r3.5HG0488290,Cluster 2
HORVU.MOREX.r3.5HG0488480,Cluster 2
HORVU.MOREX.r3.5HG0488570,Cluster 2
HORVU.MOREX.r3.5HG0488610,Cluster 2
HORVU.MOREX.r3.5HG0489490,Cluster 2
HORVU.MOREX.r3.5HG0489690,Cluster 2
HORVU.MOREX.r3.5HG0489860,Cluster 2
HORVU.MOREX.r3.5HG0490210,Cluster 2
HORVU.MOREX.r3.5HG0490550,Cluster 2
HORVU.MOREX.r3.5HG0490700,Cluster 2
HORVU.MOREX.r3.5HG0490710,Cluster 2
HORVU.MOREX.r3.5HG0490730,Cluster 2
HORVU.MOREX.r3.5HG0490960,Cluster 2
HORVU.MOREX.r3.5HG0491070,Cluster 2
HORVU.MOREX.r3.5HG0491310,Cluster 2
HORVU.MOREX.r3.5HG0491620,Cluster 2
HORVU.MOREX.r3.5HG0491660,Cluster 2
HORVU.MOREX.r3.5HG0491870,Cluster 2
HORVU.MOREX.r3.5HG0492630,Cluster 2
HORVU.MOREX.r3.5HG0493090,Cluster 2
HORVU.MOREX.r3.5HG0493870,Cluster 2
HORVU.MOREX.r3.5HG0493910,Cluster 2
HORVU.MOREX.r3.5HG0494710,Cluster 2
HORVU.MOREX.r3.5HG0494890,Cluster 2
HORVU.MOREX.r3.5HG0495030,Cluster 2
HORVU.MOREX.r3.5HG0495240,Cluster 2
HORVU.MOREX.r3.5HG0495250,Cluster 2
HORVU.MOREX.r3.5HG0495360,Cluster 2
HORVU.MOREX.r3.5HG0495430,Cluster 2
HORVU.MOREX.r3.5HG0495490,Cluster 2
HORVU.MOREX.r3.5HG0495560,Cluster 2
HORVU.MOREX.r3.5HG0495600,Cluster 2
HORVU.MOREX.r3.5HG0495740,Cluster 2
HORVU.MOREX.r3.5HG0495860,Cluster 2
HORVU.MOREX.r3.5HG0495980,Cluster 2
HORVU.MOREX.r3.5HG0496620,Cluster 2
HORVU.MOREX.r3.5HG0496640,Cluster 2
HORVU.MOREX.r3.5HG0496690,Cluster 2
HORVU.MOREX.r3.5HG0497110,Cluster 2
HORVU.MOREX.r3.5HG0497350,Cluster 2
HORVU.MOREX.r3.5HG0497360,Cluster 2
HORVU.MOREX.r3.5HG0497500,Cluster 2
HORVU.MOREX.r3.5HG0497560,Cluster 2
HORVU.MOREX.r3.5HG0497580,Cluster 2
HORVU.MOREX.r3.5HG0497590,Cluster 2
HORVU.MOREX.r3.5HG0497790,Cluster 2
HORVU.MOREX.r3.5HG0497820,Cluster 2
HORVU.MOREX.r3.5HG0497930,Cluster 2
HORVU.MOREX.r3.5HG0497990,Cluster 2
HORVU.MOREX.r3.5HG0498010,Cluster 2
HORVU.MOREX.r3.5HG0498140,Cluster 2
HORVU.MOREX.r3.5HG0498320,Cluster 2
HORVU.MOREX.r3.5HG0498580,Cluster 2
HORVU.MOREX.r3.5HG0498710,Cluster 2
HORVU.MOREX.r3.5HG0498900,Cluster 2
HORVU.MOREX.r3.5HG0499580,Cluster 2
HORVU.MOREX.r3.5HG0499880,Cluster 2
HORVU.MOREX.r3.5HG0499890,Cluster 2
HORVU.MOREX.r3.5HG0500180,Cluster 2
HORVU.MOREX.r3.5HG0500800,Cluster 2
HORVU.MOREX.r3.5HG0501160,Cluster 2
HORVU.MOREX.r3.5HG0501380,Cluster 2
HORVU.MOREX.r3.5HG0502130,Cluster 2
HORVU.MOREX.r3.5HG0502200,Cluster 2
HORVU.MOREX.r3.5HG0502220,Cluster 2
HORVU.MOREX.r3.5HG0502680,Cluster 2
HORVU.MOREX.r3.5HG0502760,Cluster 2
HORVU.MOREX.r3.5HG0502770,Cluster 2
HORVU.MOREX.r3.5HG0502780,Cluster 2
HORVU.MOREX.r3.5HG0502960,Cluster 2
HORVU.MOREX.r3.5HG0503060,Cluster 2
HORVU.MOREX.r3.5HG0503100,Cluster 2
HORVU.MOREX.r3.5HG0503550,Cluster 2
HORVU.MOREX.r3.5HG0503560,Cluster 2
HORVU.MOREX.r3.5HG0504090,Cluster 2
HORVU.MOREX.r3.5HG0504250,Cluster 2
HORVU.MOREX.r3.5HG0504280,Cluster 2
HORVU.MOREX.r3.5HG0504330,Cluster 2
HORVU.MOREX.r3.5HG0504350,Cluster 2
HORVU.MOREX.r3.5HG0504450,Cluster 2
HORVU.MOREX.r3.5HG0504530,Cluster 2
HORVU.MOREX.r3.5HG0504600,Cluster 2
HORVU.MOREX.r3.5HG0504660,Cluster 2
HORVU.MOREX.r3.5HG0504790,Cluster 2
HORVU.MOREX.r3.5HG0505000,Cluster 2
HORVU.MOREX.r3.5HG0505180,Cluster 2
HORVU.MOREX.r3.5HG0505300,Cluster 2
HORVU.MOREX.r3.5HG0506390,Cluster 2
HORVU.MOREX.r3.5HG0506470,Cluster 2
HORVU.MOREX.r3.5HG0507230,Cluster 2
HORVU.MOREX.r3.5HG0507450,Cluster 2
HORVU.MOREX.r3.5HG0507460,Cluster 2
HORVU.MOREX.r3.5HG0507540,Cluster 2
HORVU.MOREX.r3.5HG0507770,Cluster 2
HORVU.MOREX.r3.5HG0508070,Cluster 2
HORVU.MOREX.r3.5HG0508550,Cluster 2
HORVU.MOREX.r3.5HG0508600,Cluster 2
HORVU.MOREX.r3.5HG0508640,Cluster 2
HORVU.MOREX.r3.5HG0508700,Cluster 2
HORVU.MOREX.r3.5HG0508880,Cluster 2
HORVU.MOREX.r3.5HG0509080,Cluster 2
HORVU.MOREX.r3.5HG0509260,Cluster 2
HORVU.MOREX.r3.5HG0509740,Cluster 2
HORVU.MOREX.r3.5HG0509760,Cluster 2
HORVU.MOREX.r3.5HG0509890,Cluster 2
HORVU.MOREX.r3.5HG0509940,Cluster 2
HORVU.MOREX.r3.5HG0509970,Cluster 2
HORVU.MOREX.r3.5HG0510110,Cluster 2
HORVU.MOREX.r3.5HG0510120,Cluster 2
HORVU.MOREX.r3.5HG0510320,Cluster 2
HORVU.MOREX.r3.5HG0510370,Cluster 2
HORVU.MOREX.r3.5HG0510380,Cluster 2
HORVU.MOREX.r3.5HG0510630,Cluster 2
HORVU.MOREX.r3.5HG0510940,Cluster 2
HORVU.MOREX.r3.5HG0511140,Cluster 2
HORVU.MOREX.r3.5HG0511210,Cluster 2
HORVU.MOREX.r3.5HG0511330,Cluster 2
HORVU.MOREX.r3.5HG0511420,Cluster 2
HORVU.MOREX.r3.5HG0511470,Cluster 2
HORVU.MOREX.r3.5HG0511490,Cluster 2
HORVU.MOREX.r3.5HG0511660,Cluster 2
HORVU.MOREX.r3.5HG0511930,Cluster 2
HORVU.MOREX.r3.5HG0511960,Cluster 2
HORVU.MOREX.r3.5HG0512200,Cluster 2
HORVU.MOREX.r3.5HG0512230,Cluster 2
HORVU.MOREX.r3.5HG0512380,Cluster 2
HORVU.MOREX.r3.5HG0512440,Cluster 2
HORVU.MOREX.r3.5HG0512540,Cluster 2
HORVU.MOREX.r3.5HG0512580,Cluster 2
HORVU.MOREX.r3.5HG0512600,Cluster 2
HORVU.MOREX.r3.5HG0512750,Cluster 2
HORVU.MOREX.r3.5HG0512930,Cluster 2
HORVU.MOREX.r3.5HG0513180,Cluster 2
HORVU.MOREX.r3.5HG0513190,Cluster 2
HORVU.MOREX.r3.5HG0513360,Cluster 2
HORVU.MOREX.r3.5HG0513810,Cluster 2
HORVU.MOREX.r3.5HG0513870,Cluster 2
HORVU.MOREX.r3.5HG0513890,Cluster 2
HORVU.MOREX.r3.5HG0513900,Cluster 2
HORVU.MOREX.r3.5HG0513920,Cluster 2
HORVU.MOREX.r3.5HG0513990,Cluster 2
HORVU.MOREX.r3.5HG0514150,Cluster 2
HORVU.MOREX.r3.5HG0514190,Cluster 2
HORVU.MOREX.r3.5HG0514220,Cluster 2
HORVU.MOREX.r3.5HG0514560,Cluster 2
HORVU.MOREX.r3.5HG0515020,Cluster 2
HORVU.MOREX.r3.5HG0515030,Cluster 2
HORVU.MOREX.r3.5HG0515050,Cluster 2
HORVU.MOREX.r3.5HG0515520,Cluster 2
HORVU.MOREX.r3.5HG0516150,Cluster 2
HORVU.MOREX.r3.5HG0516180,Cluster 2
HORVU.MOREX.r3.5HG0516380,Cluster 2
HORVU.MOREX.r3.5HG0516480,Cluster 2
HORVU.MOREX.r3.5HG0516640,Cluster 2
HORVU.MOREX.r3.5HG0516720,Cluster 2
HORVU.MOREX.r3.5HG0516760,Cluster 2
HORVU.MOREX.r3.5HG0516880,Cluster 2
HORVU.MOREX.r3.5HG0517080,Cluster 2
HORVU.MOREX.r3.5HG0517290,Cluster 2
HORVU.MOREX.r3.5HG0517520,Cluster 2
HORVU.MOREX.r3.5HG0517610,Cluster 2
HORVU.MOREX.r3.5HG0517790,Cluster 2
HORVU.MOREX.r3.5HG0517800,Cluster 2
HORVU.MOREX.r3.5HG0518070,Cluster 2
HORVU.MOREX.r3.5HG0518130,Cluster 2
HORVU.MOREX.r3.5HG0518150,Cluster 2
HORVU.MOREX.r3.5HG0518530,Cluster 2
HORVU.MOREX.r3.5HG0518980,Cluster 2
HORVU.MOREX.r3.5HG0519120,Cluster 2
HORVU.MOREX.r3.5HG0519200,Cluster 2
HORVU.MOREX.r3.5HG0519230,Cluster 2
HORVU.MOREX.r3.5HG0519240,Cluster 2
HORVU.MOREX.r3.5HG0519480,Cluster 2
HORVU.MOREX.r3.5HG0519500,Cluster 2
HORVU.MOREX.r3.5HG0519510,Cluster 2
HORVU.MOREX.r3.5HG0519720,Cluster 2
HORVU.MOREX.r3.5HG0519970,Cluster 2
HORVU.MOREX.r3.5HG0520110,Cluster 2
HORVU.MOREX.r3.5HG0520260,Cluster 2
HORVU.MOREX.r3.5HG0520510,Cluster 2
HORVU.MOREX.r3.5HG0520790,Cluster 2
HORVU.MOREX.r3.5HG0521030,Cluster 2
HORVU.MOREX.r3.5HG0521040,Cluster 2
HORVU.MOREX.r3.5HG0521860,Cluster 2
HORVU.MOREX.r3.5HG0522120,Cluster 2
HORVU.MOREX.r3.5HG0522160,Cluster 2
HORVU.MOREX.r3.5HG0522240,Cluster 2
HORVU.MOREX.r3.5HG0522290,Cluster 2
HORVU.MOREX.r3.5HG0522450,Cluster 2
HORVU.MOREX.r3.5HG0523900,Cluster 2
HORVU.MOREX.r3.5HG0523910,Cluster 2
HORVU.MOREX.r3.5HG0523970,Cluster 2
HORVU.MOREX.r3.5HG0524250,Cluster 2
HORVU.MOREX.r3.5HG0524300,Cluster 2
HORVU.MOREX.r3.5HG0524440,Cluster 2
HORVU.MOREX.r3.5HG0525100,Cluster 2
HORVU.MOREX.r3.5HG0525200,Cluster 2
HORVU.MOREX.r3.5HG0525230,Cluster 2
HORVU.MOREX.r3.5HG0525490,Cluster 2
HORVU.MOREX.r3.5HG0525760,Cluster 2
HORVU.MOREX.r3.5HG0525770,Cluster 2
HORVU.MOREX.r3.5HG0525800,Cluster 2
HORVU.MOREX.r3.5HG0525850,Cluster 2
HORVU.MOREX.r3.5HG0526120,Cluster 2
HORVU.MOREX.r3.5HG0526910,Cluster 2
HORVU.MOREX.r3.5HG0526960,Cluster 2
HORVU.MOREX.r3.5HG0527190,Cluster 2
HORVU.MOREX.r3.5HG0527230,Cluster 2
HORVU.MOREX.r3.5HG0527490,Cluster 2
HORVU.MOREX.r3.5HG0527530,Cluster 2
HORVU.MOREX.r3.5HG0527630,Cluster 2
