Gene.ID,Cluster
HORVU.MOREX.r3.7HG0677370,Cluster 2
HORVU.MOREX.r3.7HG0677450,Cluster 2
HORVU.MOREX.r3.7HG0678130,Cluster 2
HORVU.MOREX.r3.7HG0678330,Cluster 2
HORVU.MOREX.r3.7HG0678560,Cluster 2
HORVU.MOREX.r3.7HG0679220,Cluster 2
HORVU.MOREX.r3.7HG0679570,Cluster 2
HORVU.MOREX.r3.7HG0680970,Cluster 2
HORVU.MOREX.r3.7HG0681060,Cluster 2
HORVU.MOREX.r3.7HG0681160,Cluster 2
HORVU.MOREX.r3.7HG0681220,Cluster 2
HORVU.MOREX.r3.7HG0681230,Cluster 2
HORVU.MOREX.r3.7HG0681330,Cluster 2
HORVU.MOREX.r3.7HG0682020,Cluster 2
HORVU.MOREX.r3.7HG0682120,Cluster 2
HORVU.MOREX.r3.7HG0682490,Cluster 2
HORVU.MOREX.r3.7HG0683800,Cluster 2
HORVU.MOREX.r3.7HG0683940,Cluster 2
HORVU.MOREX.r3.7HG0683950,Cluster 2
HORVU.MOREX.r3.7HG0683980,Cluster 2
HORVU.MOREX.r3.7HG0684160,Cluster 2
HORVU.MOREX.r3.7HG0684570,Cluster 2
HORVU.MOREX.r3.7HG0685200,Cluster 2
HORVU.MOREX.r3.7HG0685290,Cluster 2
HORVU.MOREX.r3.7HG0685360,Cluster 2
HORVU.MOREX.r3.7HG0685370,Cluster 2
HORVU.MOREX.r3.7HG0685410,Cluster 2
HORVU.MOREX.r3.7HG0685490,Cluster 2
HORVU.MOREX.r3.7HG0685550,Cluster 2
HORVU.MOREX.r3.7HG0686830,Cluster 2
HORVU.MOREX.r3.7HG0686900,Cluster 2
HORVU.MOREX.r3.7HG0687560,Cluster 2
HORVU.MOREX.r3.7HG0687640,Cluster 2
HORVU.MOREX.r3.7HG0688580,Cluster 2
HORVU.MOREX.r3.7HG0688730,Cluster 2
HORVU.MOREX.r3.7HG0689010,Cluster 2
HORVU.MOREX.r3.7HG0689040,Cluster 2
HORVU.MOREX.r3.7HG0689150,Cluster 2
HORVU.MOREX.r3.7HG0689300,Cluster 2
HORVU.MOREX.r3.7HG0689320,Cluster 2
HORVU.MOREX.r3.7HG0689590,Cluster 2
HORVU.MOREX.r3.7HG0690370,Cluster 2
HORVU.MOREX.r3.7HG0690670,Cluster 2
HORVU.MOREX.r3.7HG0692170,Cluster 2
HORVU.MOREX.r3.7HG0692650,Cluster 2
HORVU.MOREX.r3.7HG0693430,Cluster 2
HORVU.MOREX.r3.7HG0693440,Cluster 2
HORVU.MOREX.r3.7HG0695920,Cluster 2
HORVU.MOREX.r3.7HG0696510,Cluster 2
HORVU.MOREX.r3.7HG0696930,Cluster 2
HORVU.MOREX.r3.7HG0697480,Cluster 2
HORVU.MOREX.r3.7HG0697860,Cluster 2
HORVU.MOREX.r3.7HG0697900,Cluster 2
HORVU.MOREX.r3.7HG0699010,Cluster 2
HORVU.MOREX.r3.7HG0699160,Cluster 2
HORVU.MOREX.r3.7HG0699290,Cluster 2
HORVU.MOREX.r3.7HG0700270,Cluster 2
HORVU.MOREX.r3.7HG0700480,Cluster 2
HORVU.MOREX.r3.7HG0701150,Cluster 2
HORVU.MOREX.r3.7HG0701260,Cluster 2
HORVU.MOREX.r3.7HG0701300,Cluster 2
HORVU.MOREX.r3.7HG0701930,Cluster 2
HORVU.MOREX.r3.7HG0701980,Cluster 2
HORVU.MOREX.r3.7HG0702530,Cluster 2
HORVU.MOREX.r3.7HG0702610,Cluster 2
HORVU.MOREX.r3.7HG0702830,Cluster 2
HORVU.MOREX.r3.7HG0703420,Cluster 2
HORVU.MOREX.r3.7HG0703460,Cluster 2
HORVU.MOREX.r3.7HG0703730,Cluster 2
HORVU.MOREX.r3.7HG0704790,Cluster 2
HORVU.MOREX.r3.7HG0704900,Cluster 2
HORVU.MOREX.r3.7HG0705130,Cluster 2
HORVU.MOREX.r3.7HG0705190,Cluster 2
HORVU.MOREX.r3.7HG0705340,Cluster 2
HORVU.MOREX.r3.7HG0705460,Cluster 2
HORVU.MOREX.r3.7HG0706010,Cluster 2
HORVU.MOREX.r3.7HG0706260,Cluster 2
HORVU.MOREX.r3.7HG0706770,Cluster 2
HORVU.MOREX.r3.7HG0706940,Cluster 2
HORVU.MOREX.r3.7HG0706950,Cluster 2
HORVU.MOREX.r3.7HG0707250,Cluster 2
HORVU.MOREX.r3.7HG0707300,Cluster 2
HORVU.MOREX.r3.7HG0707770,Cluster 2
HORVU.MOREX.r3.7HG0707850,Cluster 2
HORVU.MOREX.r3.7HG0707880,Cluster 2
HORVU.MOREX.r3.7HG0708100,Cluster 2
HORVU.MOREX.r3.7HG0708580,Cluster 2
HORVU.MOREX.r3.7HG0708660,Cluster 2
HORVU.MOREX.r3.7HG0708820,Cluster 2
HORVU.MOREX.r3.7HG0709350,Cluster 2
HORVU.MOREX.r3.7HG0709440,Cluster 2
HORVU.MOREX.r3.7HG0709480,Cluster 2
HORVU.MOREX.r3.7HG0710360,Cluster 2
HORVU.MOREX.r3.7HG0710390,Cluster 2
HORVU.MOREX.r3.7HG0710890,Cluster 2
HORVU.MOREX.r3.7HG0711020,Cluster 2
HORVU.MOREX.r3.7HG0711230,Cluster 2
HORVU.MOREX.r3.7HG0711890,Cluster 2
HORVU.MOREX.r3.7HG0711950,Cluster 2
HORVU.MOREX.r3.7HG0712230,Cluster 2
HORVU.MOREX.r3.7HG0712370,Cluster 2
HORVU.MOREX.r3.7HG0712580,Cluster 2
HORVU.MOREX.r3.7HG0712610,Cluster 2
HORVU.MOREX.r3.7HG0712680,Cluster 2
HORVU.MOREX.r3.7HG0712700,Cluster 2
HORVU.MOREX.r3.7HG0712780,Cluster 2
HORVU.MOREX.r3.7HG0712930,Cluster 2
HORVU.MOREX.r3.7HG0712980,Cluster 2
HORVU.MOREX.r3.7HG0713010,Cluster 2
HORVU.MOREX.r3.7HG0713180,Cluster 2
HORVU.MOREX.r3.7HG0713350,Cluster 2
HORVU.MOREX.r3.7HG0713530,Cluster 2
HORVU.MOREX.r3.7HG0713590,Cluster 2
HORVU.MOREX.r3.7HG0713870,Cluster 2
HORVU.MOREX.r3.7HG0713940,Cluster 2
HORVU.MOREX.r3.7HG0714350,Cluster 2
HORVU.MOREX.r3.7HG0714370,Cluster 2
HORVU.MOREX.r3.7HG0714400,Cluster 2
HORVU.MOREX.r3.7HG0714510,Cluster 2
HORVU.MOREX.r3.7HG0714750,Cluster 2
HORVU.MOREX.r3.7HG0715150,Cluster 2
HORVU.MOREX.r3.7HG0715280,Cluster 2
HORVU.MOREX.r3.7HG0715330,Cluster 2
HORVU.MOREX.r3.7HG0715340,Cluster 2
HORVU.MOREX.r3.7HG0715810,Cluster 2
HORVU.MOREX.r3.7HG0716110,Cluster 2
HORVU.MOREX.r3.7HG0716290,Cluster 2
HORVU.MOREX.r3.7HG0716800,Cluster 2
HORVU.MOREX.r3.7HG0717060,Cluster 2
HORVU.MOREX.r3.7HG0717180,Cluster 2
HORVU.MOREX.r3.7HG0717380,Cluster 2
HORVU.MOREX.r3.7HG0717660,Cluster 2
HORVU.MOREX.r3.7HG0718080,Cluster 2
HORVU.MOREX.r3.7HG0718130,Cluster 2
HORVU.MOREX.r3.7HG0718270,Cluster 2
HORVU.MOREX.r3.7HG0719070,Cluster 2
HORVU.MOREX.r3.7HG0719110,Cluster 2
HORVU.MOREX.r3.7HG0719480,Cluster 2
HORVU.MOREX.r3.7HG0719510,Cluster 2
HORVU.MOREX.r3.7HG0720070,Cluster 2
HORVU.MOREX.r3.7HG0720130,Cluster 2
HORVU.MOREX.r3.7HG0720390,Cluster 2
HORVU.MOREX.r3.7HG0720510,Cluster 2
HORVU.MOREX.r3.7HG0720650,Cluster 2
HORVU.MOREX.r3.7HG0720690,Cluster 2
HORVU.MOREX.r3.7HG0720710,Cluster 2
HORVU.MOREX.r3.7HG0720730,Cluster 2
HORVU.MOREX.r3.7HG0720740,Cluster 2
HORVU.MOREX.r3.7HG0720750,Cluster 2
HORVU.MOREX.r3.7HG0720840,Cluster 2
HORVU.MOREX.r3.7HG0721200,Cluster 2
HORVU.MOREX.r3.7HG0721290,Cluster 2
HORVU.MOREX.r3.7HG0721580,Cluster 2
HORVU.MOREX.r3.7HG0721590,Cluster 2
HORVU.MOREX.r3.7HG0721610,Cluster 2
HORVU.MOREX.r3.7HG0721680,Cluster 2
HORVU.MOREX.r3.7HG0721780,Cluster 2
HORVU.MOREX.r3.7HG0721790,Cluster 2
HORVU.MOREX.r3.7HG0722670,Cluster 2
HORVU.MOREX.r3.7HG0722840,Cluster 2
HORVU.MOREX.r3.7HG0723200,Cluster 2
HORVU.MOREX.r3.7HG0723420,Cluster 2
HORVU.MOREX.r3.7HG0723500,Cluster 2
HORVU.MOREX.r3.7HG0724480,Cluster 2
HORVU.MOREX.r3.7HG0724740,Cluster 2
HORVU.MOREX.r3.7HG0724810,Cluster 2
HORVU.MOREX.r3.7HG0725470,Cluster 2
HORVU.MOREX.r3.7HG0725590,Cluster 2
HORVU.MOREX.r3.7HG0725710,Cluster 2
HORVU.MOREX.r3.7HG0726310,Cluster 2
HORVU.MOREX.r3.7HG0726550,Cluster 2
HORVU.MOREX.r3.7HG0726610,Cluster 2
HORVU.MOREX.r3.7HG0726750,Cluster 2
HORVU.MOREX.r3.7HG0726940,Cluster 2
HORVU.MOREX.r3.7HG0727310,Cluster 2
HORVU.MOREX.r3.7HG0727480,Cluster 2
HORVU.MOREX.r3.7HG0727760,Cluster 2
HORVU.MOREX.r3.7HG0727780,Cluster 2
HORVU.MOREX.r3.7HG0727920,Cluster 2
HORVU.MOREX.r3.7HG0728000,Cluster 2
HORVU.MOREX.r3.7HG0728080,Cluster 2
HORVU.MOREX.r3.7HG0728100,Cluster 2
HORVU.MOREX.r3.7HG0728120,Cluster 2
HORVU.MOREX.r3.7HG0728380,Cluster 2
HORVU.MOREX.r3.7HG0728460,Cluster 2
HORVU.MOREX.r3.7HG0728810,Cluster 2
HORVU.MOREX.r3.7HG0728950,Cluster 2
HORVU.MOREX.r3.7HG0729000,Cluster 2
HORVU.MOREX.r3.7HG0729020,Cluster 2
HORVU.MOREX.r3.7HG0729100,Cluster 2
HORVU.MOREX.r3.7HG0729110,Cluster 2
HORVU.MOREX.r3.7HG0729760,Cluster 2
HORVU.MOREX.r3.7HG0730320,Cluster 2
HORVU.MOREX.r3.7HG0730530,Cluster 2
HORVU.MOREX.r3.7HG0731130,Cluster 2
HORVU.MOREX.r3.7HG0731160,Cluster 2
HORVU.MOREX.r3.7HG0731630,Cluster 2
HORVU.MOREX.r3.7HG0732110,Cluster 2
HORVU.MOREX.r3.7HG0732310,Cluster 2
HORVU.MOREX.r3.7HG0732490,Cluster 2
HORVU.MOREX.r3.7HG0733550,Cluster 2
HORVU.MOREX.r3.7HG0733700,Cluster 2
HORVU.MOREX.r3.7HG0734250,Cluster 2
HORVU.MOREX.r3.7HG0734280,Cluster 2
HORVU.MOREX.r3.7HG0734390,Cluster 2
HORVU.MOREX.r3.7HG0734470,Cluster 2
HORVU.MOREX.r3.7HG0734840,Cluster 2
HORVU.MOREX.r3.7HG0734910,Cluster 2
HORVU.MOREX.r3.7HG0735110,Cluster 2
HORVU.MOREX.r3.7HG0735280,Cluster 2
HORVU.MOREX.r3.7HG0735500,Cluster 2
HORVU.MOREX.r3.7HG0735560,Cluster 2
HORVU.MOREX.r3.7HG0735780,Cluster 2
HORVU.MOREX.r3.7HG0736160,Cluster 2
HORVU.MOREX.r3.7HG0736960,Cluster 2
HORVU.MOREX.r3.7HG0736970,Cluster 2
HORVU.MOREX.r3.7HG0737420,Cluster 2
HORVU.MOREX.r3.7HG0738150,Cluster 2
HORVU.MOREX.r3.7HG0738240,Cluster 2
HORVU.MOREX.r3.7HG0738840,Cluster 2
HORVU.MOREX.r3.7HG0738860,Cluster 2
HORVU.MOREX.r3.7HG0739200,Cluster 2
HORVU.MOREX.r3.7HG0739480,Cluster 2
HORVU.MOREX.r3.7HG0739520,Cluster 2
HORVU.MOREX.r3.7HG0739610,Cluster 2
HORVU.MOREX.r3.7HG0739910,Cluster 2
HORVU.MOREX.r3.7HG0740420,Cluster 2
HORVU.MOREX.r3.7HG0740480,Cluster 2
HORVU.MOREX.r3.7HG0740500,Cluster 2
HORVU.MOREX.r3.7HG0740700,Cluster 2
HORVU.MOREX.r3.7HG0741130,Cluster 2
HORVU.MOREX.r3.7HG0741520,Cluster 2
HORVU.MOREX.r3.7HG0742200,Cluster 2
HORVU.MOREX.r3.7HG0742240,Cluster 2
HORVU.MOREX.r3.7HG0742320,Cluster 2
HORVU.MOREX.r3.7HG0742450,Cluster 2
HORVU.MOREX.r3.7HG0742710,Cluster 2
HORVU.MOREX.r3.7HG0742770,Cluster 2
HORVU.MOREX.r3.7HG0742860,Cluster 2
HORVU.MOREX.r3.7HG0743470,Cluster 2
HORVU.MOREX.r3.7HG0743490,Cluster 2
HORVU.MOREX.r3.7HG0744200,Cluster 2
HORVU.MOREX.r3.7HG0744210,Cluster 2
HORVU.MOREX.r3.7HG0744530,Cluster 2
HORVU.MOREX.r3.7HG0744540,Cluster 2
HORVU.MOREX.r3.7HG0744800,Cluster 2
HORVU.MOREX.r3.7HG0744860,Cluster 2
HORVU.MOREX.r3.7HG0745000,Cluster 2
HORVU.MOREX.r3.7HG0745010,Cluster 2
HORVU.MOREX.r3.7HG0745070,Cluster 2
HORVU.MOREX.r3.7HG0745140,Cluster 2
HORVU.MOREX.r3.7HG0746170,Cluster 2
HORVU.MOREX.r3.7HG0746350,Cluster 2
HORVU.MOREX.r3.7HG0746380,Cluster 2
HORVU.MOREX.r3.7HG0746680,Cluster 2
HORVU.MOREX.r3.7HG0747230,Cluster 2
HORVU.MOREX.r3.7HG0747270,Cluster 2
HORVU.MOREX.r3.7HG0747280,Cluster 2
HORVU.MOREX.r3.7HG0747480,Cluster 2
HORVU.MOREX.r3.7HG0747720,Cluster 2
HORVU.MOREX.r3.7HG0748390,Cluster 2
HORVU.MOREX.r3.7HG0748760,Cluster 2
HORVU.MOREX.r3.7HG0749840,Cluster 2
HORVU.MOREX.r3.7HG0749870,Cluster 2
HORVU.MOREX.r3.7HG0749880,Cluster 2
HORVU.MOREX.r3.7HG0749960,Cluster 2
HORVU.MOREX.r3.7HG0750360,Cluster 2
HORVU.MOREX.r3.7HG0751030,Cluster 2
HORVU.MOREX.r3.7HG0751450,Cluster 2
HORVU.MOREX.r3.7HG0751550,Cluster 2
HORVU.MOREX.r3.7HG0751680,Cluster 2
HORVU.MOREX.r3.7HG0752350,Cluster 2
HORVU.MOREX.r3.7HG0752790,Cluster 2
HORVU.MOREX.r3.7HG0752910,Cluster 2
HORVU.MOREX.r3.1HG0000110,Cluster 7
HORVU.MOREX.r3.1HG0001280,Cluster 7
HORVU.MOREX.r3.1HG0004730,Cluster 7
HORVU.MOREX.r3.1HG0005420,Cluster 7
HORVU.MOREX.r3.1HG0005790,Cluster 7
HORVU.MOREX.r3.1HG0006400,Cluster 7
HORVU.MOREX.r3.1HG0009460,Cluster 7
HORVU.MOREX.r3.1HG0009480,Cluster 7
HORVU.MOREX.r3.1HG0010600,Cluster 7
HORVU.MOREX.r3.1HG0015430,Cluster 7
HORVU.MOREX.r3.1HG0015520,Cluster 7
HORVU.MOREX.r3.1HG0015720,Cluster 7
HORVU.MOREX.r3.1HG0016210,Cluster 7
HORVU.MOREX.r3.1HG0017750,Cluster 7
HORVU.MOREX.r3.1HG0018260,Cluster 7
HORVU.MOREX.r3.1HG0020440,Cluster 7
HORVU.MOREX.r3.1HG0021340,Cluster 7
HORVU.MOREX.r3.1HG0021350,Cluster 7
HORVU.MOREX.r3.1HG0021360,Cluster 7
HORVU.MOREX.r3.1HG0027590,Cluster 7
HORVU.MOREX.r3.1HG0027650,Cluster 7
HORVU.MOREX.r3.1HG0029910,Cluster 7
HORVU.MOREX.r3.1HG0038590,Cluster 7
HORVU.MOREX.r3.1HG0040990,Cluster 7
HORVU.MOREX.r3.1HG0044290,Cluster 7
HORVU.MOREX.r3.1HG0046020,Cluster 7
HORVU.MOREX.r3.1HG0046320,Cluster 7
HORVU.MOREX.r3.1HG0046850,Cluster 7
HORVU.MOREX.r3.1HG0049170,Cluster 7
HORVU.MOREX.r3.1HG0049450,Cluster 7
HORVU.MOREX.r3.1HG0051180,Cluster 7
HORVU.MOREX.r3.1HG0051870,Cluster 7
HORVU.MOREX.r3.1HG0051880,Cluster 7
HORVU.MOREX.r3.1HG0051890,Cluster 7
HORVU.MOREX.r3.1HG0051910,Cluster 7
HORVU.MOREX.r3.1HG0052020,Cluster 7
HORVU.MOREX.r3.1HG0053590,Cluster 7
HORVU.MOREX.r3.1HG0054010,Cluster 7
HORVU.MOREX.r3.1HG0054770,Cluster 7
HORVU.MOREX.r3.1HG0055700,Cluster 7
HORVU.MOREX.r3.1HG0055890,Cluster 7
HORVU.MOREX.r3.1HG0056490,Cluster 7
HORVU.MOREX.r3.1HG0056660,Cluster 7
HORVU.MOREX.r3.1HG0057580,Cluster 7
HORVU.MOREX.r3.1HG0057750,Cluster 7
HORVU.MOREX.r3.1HG0058930,Cluster 7
HORVU.MOREX.r3.1HG0060360,Cluster 7
HORVU.MOREX.r3.1HG0060630,Cluster 7
HORVU.MOREX.r3.1HG0060640,Cluster 7
HORVU.MOREX.r3.1HG0062420,Cluster 7
HORVU.MOREX.r3.1HG0064880,Cluster 7
HORVU.MOREX.r3.1HG0064890,Cluster 7
HORVU.MOREX.r3.1HG0064900,Cluster 7
HORVU.MOREX.r3.1HG0067030,Cluster 7
HORVU.MOREX.r3.1HG0068310,Cluster 7
HORVU.MOREX.r3.1HG0068710,Cluster 7
HORVU.MOREX.r3.1HG0069410,Cluster 7
HORVU.MOREX.r3.1HG0070340,Cluster 7
HORVU.MOREX.r3.1HG0070890,Cluster 7
HORVU.MOREX.r3.1HG0071970,Cluster 7
HORVU.MOREX.r3.1HG0072150,Cluster 7
HORVU.MOREX.r3.1HG0073950,Cluster 7
HORVU.MOREX.r3.1HG0074300,Cluster 7
HORVU.MOREX.r3.1HG0074750,Cluster 7
HORVU.MOREX.r3.1HG0075240,Cluster 7
HORVU.MOREX.r3.1HG0075260,Cluster 7
HORVU.MOREX.r3.1HG0075620,Cluster 7
HORVU.MOREX.r3.1HG0075890,Cluster 7
HORVU.MOREX.r3.1HG0075990,Cluster 7
HORVU.MOREX.r3.1HG0077230,Cluster 7
HORVU.MOREX.r3.1HG0077280,Cluster 7
HORVU.MOREX.r3.1HG0077960,Cluster 7
HORVU.MOREX.r3.1HG0079460,Cluster 7
HORVU.MOREX.r3.1HG0079920,Cluster 7
HORVU.MOREX.r3.1HG0080620,Cluster 7
HORVU.MOREX.r3.1HG0080800,Cluster 7
HORVU.MOREX.r3.1HG0080920,Cluster 7
HORVU.MOREX.r3.1HG0080940,Cluster 7
HORVU.MOREX.r3.1HG0081150,Cluster 7
HORVU.MOREX.r3.1HG0081650,Cluster 7
HORVU.MOREX.r3.1HG0081690,Cluster 7
HORVU.MOREX.r3.1HG0082380,Cluster 7
HORVU.MOREX.r3.1HG0083600,Cluster 7
HORVU.MOREX.r3.1HG0083860,Cluster 7
HORVU.MOREX.r3.1HG0084320,Cluster 7
HORVU.MOREX.r3.1HG0084970,Cluster 7
HORVU.MOREX.r3.1HG0085100,Cluster 7
HORVU.MOREX.r3.1HG0085780,Cluster 7
HORVU.MOREX.r3.1HG0086640,Cluster 7
HORVU.MOREX.r3.1HG0086920,Cluster 7
HORVU.MOREX.r3.1HG0087250,Cluster 7
HORVU.MOREX.r3.1HG0087860,Cluster 7
HORVU.MOREX.r3.1HG0088480,Cluster 7
HORVU.MOREX.r3.1HG0089010,Cluster 7
HORVU.MOREX.r3.1HG0089070,Cluster 7
HORVU.MOREX.r3.1HG0089440,Cluster 7
HORVU.MOREX.r3.1HG0090520,Cluster 7
HORVU.MOREX.r3.1HG0090760,Cluster 7
HORVU.MOREX.r3.1HG0091070,Cluster 7
HORVU.MOREX.r3.1HG0091390,Cluster 7
HORVU.MOREX.r3.1HG0092020,Cluster 7
HORVU.MOREX.r3.1HG0092420,Cluster 7
HORVU.MOREX.r3.1HG0092830,Cluster 7
HORVU.MOREX.r3.1HG0092850,Cluster 7
HORVU.MOREX.r3.1HG0093080,Cluster 7
HORVU.MOREX.r3.1HG0093550,Cluster 7
HORVU.MOREX.r3.2HG0096750,Cluster 7
HORVU.MOREX.r3.2HG0098930,Cluster 7
HORVU.MOREX.r3.2HG0099170,Cluster 7
HORVU.MOREX.r3.2HG0099640,Cluster 7
HORVU.MOREX.r3.2HG0101890,Cluster 7
HORVU.MOREX.r3.2HG0102150,Cluster 7
HORVU.MOREX.r3.2HG0102640,Cluster 7
HORVU.MOREX.r3.2HG0104870,Cluster 7
HORVU.MOREX.r3.2HG0104880,Cluster 7
HORVU.MOREX.r3.2HG0107690,Cluster 7
HORVU.MOREX.r3.2HG0108680,Cluster 7
HORVU.MOREX.r3.2HG0109330,Cluster 7
HORVU.MOREX.r3.2HG0109340,Cluster 7
HORVU.MOREX.r3.2HG0110850,Cluster 7
HORVU.MOREX.r3.2HG0111190,Cluster 7
HORVU.MOREX.r3.2HG0111710,Cluster 7
HORVU.MOREX.r3.2HG0111820,Cluster 7
HORVU.MOREX.r3.2HG0112230,Cluster 7
HORVU.MOREX.r3.2HG0114150,Cluster 7
HORVU.MOREX.r3.2HG0118230,Cluster 7
HORVU.MOREX.r3.2HG0119310,Cluster 7
HORVU.MOREX.r3.2HG0119830,Cluster 7
HORVU.MOREX.r3.2HG0122010,Cluster 7
HORVU.MOREX.r3.2HG0122480,Cluster 7
HORVU.MOREX.r3.2HG0123480,Cluster 7
HORVU.MOREX.r3.2HG0123490,Cluster 7
HORVU.MOREX.r3.2HG0123810,Cluster 7
HORVU.MOREX.r3.2HG0123880,Cluster 7
HORVU.MOREX.r3.2HG0125660,Cluster 7
HORVU.MOREX.r3.2HG0126450,Cluster 7
HORVU.MOREX.r3.2HG0126460,Cluster 7
HORVU.MOREX.r3.2HG0129490,Cluster 7
HORVU.MOREX.r3.2HG0129740,Cluster 7
HORVU.MOREX.r3.2HG0130420,Cluster 7
HORVU.MOREX.r3.2HG0130900,Cluster 7
HORVU.MOREX.r3.2HG0131780,Cluster 7
HORVU.MOREX.r3.2HG0133360,Cluster 7
HORVU.MOREX.r3.2HG0133550,Cluster 7
HORVU.MOREX.r3.2HG0136150,Cluster 7
HORVU.MOREX.r3.2HG0136510,Cluster 7
HORVU.MOREX.r3.2HG0138250,Cluster 7
HORVU.MOREX.r3.2HG0138720,Cluster 7
HORVU.MOREX.r3.2HG0138730,Cluster 7
HORVU.MOREX.r3.2HG0138770,Cluster 7
HORVU.MOREX.r3.2HG0139040,Cluster 7
HORVU.MOREX.r3.2HG0139060,Cluster 7
HORVU.MOREX.r3.2HG0139070,Cluster 7
HORVU.MOREX.r3.2HG0140290,Cluster 7
HORVU.MOREX.r3.2HG0156610,Cluster 7
HORVU.MOREX.r3.2HG0159100,Cluster 7
HORVU.MOREX.r3.2HG0160240,Cluster 7
HORVU.MOREX.r3.2HG0168770,Cluster 7
HORVU.MOREX.r3.2HG0170230,Cluster 7
HORVU.MOREX.r3.2HG0170570,Cluster 7
HORVU.MOREX.r3.2HG0170580,Cluster 7
HORVU.MOREX.r3.2HG0173680,Cluster 7
HORVU.MOREX.r3.2HG0176250,Cluster 7
HORVU.MOREX.r3.2HG0176810,Cluster 7
HORVU.MOREX.r3.2HG0177600,Cluster 7
HORVU.MOREX.r3.2HG0177740,Cluster 7
HORVU.MOREX.r3.2HG0178020,Cluster 7
HORVU.MOREX.r3.2HG0178520,Cluster 7
HORVU.MOREX.r3.2HG0181840,Cluster 7
HORVU.MOREX.r3.2HG0182010,Cluster 7
HORVU.MOREX.r3.2HG0182020,Cluster 7
HORVU.MOREX.r3.2HG0182080,Cluster 7
HORVU.MOREX.r3.2HG0182090,Cluster 7
HORVU.MOREX.r3.2HG0183940,Cluster 7
HORVU.MOREX.r3.2HG0184620,Cluster 7
HORVU.MOREX.r3.2HG0185380,Cluster 7
HORVU.MOREX.r3.2HG0186060,Cluster 7
HORVU.MOREX.r3.2HG0186410,Cluster 7
HORVU.MOREX.r3.2HG0186540,Cluster 7
HORVU.MOREX.r3.2HG0187000,Cluster 7
HORVU.MOREX.r3.2HG0187050,Cluster 7
HORVU.MOREX.r3.2HG0187360,Cluster 7
HORVU.MOREX.r3.2HG0190560,Cluster 7
HORVU.MOREX.r3.2HG0190600,Cluster 7
HORVU.MOREX.r3.2HG0191770,Cluster 7
HORVU.MOREX.r3.2HG0192270,Cluster 7
HORVU.MOREX.r3.2HG0192400,Cluster 7
HORVU.MOREX.r3.2HG0192860,Cluster 7
HORVU.MOREX.r3.2HG0193690,Cluster 7
HORVU.MOREX.r3.2HG0193770,Cluster 7
HORVU.MOREX.r3.2HG0194750,Cluster 7
HORVU.MOREX.r3.2HG0195290,Cluster 7
HORVU.MOREX.r3.2HG0195650,Cluster 7
HORVU.MOREX.r3.2HG0195690,Cluster 7
HORVU.MOREX.r3.2HG0196540,Cluster 7
HORVU.MOREX.r3.2HG0197410,Cluster 7
HORVU.MOREX.r3.2HG0198440,Cluster 7
HORVU.MOREX.r3.2HG0198490,Cluster 7
HORVU.MOREX.r3.2HG0198540,Cluster 7
HORVU.MOREX.r3.2HG0198780,Cluster 7
HORVU.MOREX.r3.2HG0204100,Cluster 7
HORVU.MOREX.r3.2HG0204970,Cluster 7
HORVU.MOREX.r3.2HG0205260,Cluster 7
HORVU.MOREX.r3.2HG0205310,Cluster 7
HORVU.MOREX.r3.2HG0206470,Cluster 7
HORVU.MOREX.r3.2HG0207700,Cluster 7
HORVU.MOREX.r3.2HG0207920,Cluster 7
HORVU.MOREX.r3.2HG0208110,Cluster 7
HORVU.MOREX.r3.2HG0208700,Cluster 7
HORVU.MOREX.r3.2HG0209020,Cluster 7
HORVU.MOREX.r3.2HG0209440,Cluster 7
HORVU.MOREX.r3.2HG0211310,Cluster 7
HORVU.MOREX.r3.2HG0211990,Cluster 7
HORVU.MOREX.r3.2HG0212050,Cluster 7
HORVU.MOREX.r3.2HG0212840,Cluster 7
HORVU.MOREX.r3.2HG0212970,Cluster 7
HORVU.MOREX.r3.2HG0213020,Cluster 7
HORVU.MOREX.r3.2HG0213040,Cluster 7
HORVU.MOREX.r3.2HG0213820,Cluster 7
HORVU.MOREX.r3.2HG0213970,Cluster 7
HORVU.MOREX.r3.2HG0214510,Cluster 7
HORVU.MOREX.r3.2HG0215650,Cluster 7
HORVU.MOREX.r3.3HG0219000,Cluster 7
HORVU.MOREX.r3.3HG0221440,Cluster 7
HORVU.MOREX.r3.3HG0222550,Cluster 7
HORVU.MOREX.r3.3HG0222590,Cluster 7
HORVU.MOREX.r3.3HG0225370,Cluster 7
HORVU.MOREX.r3.3HG0225490,Cluster 7
HORVU.MOREX.r3.3HG0225960,Cluster 7
HORVU.MOREX.r3.3HG0226380,Cluster 7
HORVU.MOREX.r3.3HG0226430,Cluster 7
HORVU.MOREX.r3.3HG0226480,Cluster 7
HORVU.MOREX.r3.3HG0227750,Cluster 7
HORVU.MOREX.r3.3HG0229410,Cluster 7
HORVU.MOREX.r3.3HG0229420,Cluster 7
HORVU.MOREX.r3.3HG0231180,Cluster 7
HORVU.MOREX.r3.3HG0235770,Cluster 7
HORVU.MOREX.r3.3HG0235860,Cluster 7
HORVU.MOREX.r3.3HG0235930,Cluster 7
HORVU.MOREX.r3.3HG0236310,Cluster 7
HORVU.MOREX.r3.3HG0237390,Cluster 7
HORVU.MOREX.r3.3HG0237810,Cluster 7
HORVU.MOREX.r3.3HG0239290,Cluster 7
HORVU.MOREX.r3.3HG0239530,Cluster 7
