Name,logFC,logCPM,pvalue,FDR
HORVU.MOREX.r3.3HG0280900,0.175392659,5.869860319,0.491203861,0.99971513
HORVU.MOREX.r3.3HG0281530,0.17679753,5.377806474,0.49126174,0.99971513
HORVU.MOREX.r3.5HG0481710,0.346164923,1.699607138,0.491283542,0.99971513
HORVU.MOREX.r3.1HG0076780,-0.182284904,4.942918536,0.491314049,0.99971513
HORVU.MOREX.r3.1HG0042120,-0.23705428,3.478589416,0.491329546,0.99971513
HORVU.MOREX.r3.3HG0219210,-0.333525557,1.892452975,0.491394143,0.99971513
HORVU.MOREX.r3.2HG0160610,-0.230138739,3.603172909,0.491429917,0.99971513
HORVU.MOREX.r3.4HG0384160,-0.278936696,2.772456812,0.491530252,0.99971513
HORVU.MOREX.r3.4HG0367140,-0.17805018,5.23303624,0.491537699,0.99971513
HORVU.MOREX.r3.3HG0245460,-0.20721959,4.081602167,0.491602786,0.99971513
HORVU.MOREX.r3.3HG0266000,-0.182498731,6.818525334,0.4917289,0.99971513
HORVU.MOREX.r3.6HG0603200,0.193605912,4.460025952,0.491883178,0.99971513
HORVU.MOREX.r3.3HG0322340,0.256334851,3.134779659,0.491979444,0.99971513
HORVU.MOREX.r3.1HG0071770,0.207788873,4.065708349,0.492035364,0.99971513
HORVU.MOREX.r3.5HG0447820,0.177797034,5.237869763,0.492053558,0.99971513
HORVU.MOREX.r3.6HG0550780,0.25284248,3.192483053,0.492054568,0.99971513
HORVU.MOREX.r3.3HG0266840,-0.186104247,7.106269783,0.492063241,0.99971513
HORVU.MOREX.r3.5HG0420850,-0.250406258,3.232990321,0.49223819,0.99971513
HORVU.MOREX.r3.3HG0319530,-0.17553501,6.066990762,0.492269576,0.99971513
HORVU.MOREX.r3.5HG0462190,0.190506493,4.55813511,0.492337011,0.99971513
HORVU.MOREX.r3.5HG0485330,-0.186276649,7.128478221,0.492380043,0.99971513
HORVU.MOREX.r3.1HG0044430,-0.205920138,4.105900282,0.492394794,0.99971513
HORVU.MOREX.r3.2HG0154130,0.1997755,4.266363093,0.492397503,0.99971513
HORVU.MOREX.r3.7HG0697740,0.342776024,1.747405219,0.49243643,0.99971513
HORVU.MOREX.r3.2HG0205540,-0.189486185,4.594612521,0.492437666,0.99971513
HORVU.MOREX.r3.5HG0488290,0.176915957,6.307488387,0.49264068,0.99971513
HORVU.MOREX.r3.6HG0546570,-0.186345268,4.715315375,0.492774161,0.99971513
HORVU.MOREX.r3.3HG0254850,-0.185463832,4.749197276,0.493002697,0.99971513
HORVU.MOREX.r3.7HG0719840,-0.205953903,4.095834369,0.493023359,0.99971513
HORVU.MOREX.r3.2HG0213170,-0.208363625,8.695536243,0.493037712,0.99971513
HORVU.MOREX.r3.2HG0126160,-0.174550312,5.731840949,0.493129809,0.99971513
HORVU.MOREX.r3.7HG0643260,-0.237866935,3.444831139,0.493158544,0.99971513
HORVU.MOREX.r3.7HG0650680,0.297640203,2.452493515,0.49324607,0.99971513
HORVU.MOREX.r3.7HG0718970,0.204946548,4.117590429,0.493286478,0.99971513
HORVU.MOREX.r3.7HG0696770,-0.174486082,5.856322465,0.493384518,0.99971513
HORVU.MOREX.r3.7HG0733700,-0.175293537,6.113278111,0.493505632,0.99971513
HORVU.MOREX.r3.3HG0244630,-0.188582315,4.610926109,0.493506074,0.99971513
HORVU.MOREX.r3.2HG0171740,0.174629303,5.955258861,0.493511596,0.99971513
HORVU.MOREX.r3.6HG0617740,-0.332191717,1.886703943,0.493587984,0.99971513
HORVU.MOREX.r3.2HG0121300,0.21118708,3.968100589,0.493722802,0.99971513
HORVU.MOREX.r3.3HG0240710,-0.267584211,2.933047914,0.493835894,0.99971513
HORVU.MOREX.r3.5HG0521710,-0.385236534,1.099299736,0.49386916,0.99971513
HORVU.MOREX.r3.6HG0555970,0.183776408,4.810778692,0.493915394,0.99971513
HORVU.MOREX.r3.7HG0683710,0.177520663,6.443436288,0.493947636,0.99971513
HORVU.MOREX.r3.6HG0564980,-0.189875252,7.440400406,0.493997097,0.99971513
HORVU.MOREX.r3.7HG0691180,-0.178767995,5.094633881,0.494008356,0.99971513
HORVU.MOREX.r3.3HG0222000,0.354563358,1.529340829,0.494154969,0.99971513
HORVU.MOREX.r3.5HG0419520,-0.18830825,4.611272503,0.494203939,0.99971513
HORVU.MOREX.r3.7HG0713850,0.174688649,6.063282207,0.494333823,0.99971513
HORVU.MOREX.r3.6HG0632680,-0.190059896,4.538709411,0.494485024,0.99971513
HORVU.MOREX.r3.4HG0332630,0.174439134,5.56037487,0.494529173,0.99971513
HORVU.MOREX.r3.3HG0288270,-0.363116487,1.395470411,0.494572901,0.99971513
HORVU.MOREX.r3.6HG0589190,-0.245300476,3.299009436,0.494619764,0.99971513
HORVU.MOREX.r3.5HG0448080,0.179257585,6.64486904,0.49466194,0.99971513
HORVU.MOREX.r3.3HG0302280,-0.243322937,3.332557355,0.494686671,0.99971513
HORVU.MOREX.r3.5HG0438600,-0.263294256,2.993059156,0.49470013,0.99971513
HORVU.MOREX.r3.6HG0593640,-0.233660434,3.504738699,0.494718214,0.99971513
HORVU.MOREX.r3.5HG0501470,-0.266097544,2.949052197,0.494759357,0.99971513
HORVU.MOREX.r3.7HG0686030,0.341370867,1.729556322,0.494888856,0.99971513
HORVU.MOREX.r3.3HG0305230,-0.288434525,2.580545451,0.494944363,0.99971513
HORVU.MOREX.r3.3HG0309730,0.216264711,3.843321131,0.494953482,0.99971513
HORVU.MOREX.r3.4HG0391930,0.200757239,4.207141761,0.495039368,0.99971513
HORVU.MOREX.r3.7HG0655890,-0.232634713,3.523343233,0.49506294,0.99971513
HORVU.MOREX.r3.4HG0353900,0.185600358,4.70539404,0.49507873,0.99971513
HORVU.MOREX.r3.3HG0307950,0.200243626,4.218143979,0.495209782,0.99971513
HORVU.MOREX.r3.2HG0177450,-0.278535753,2.739653386,0.49524182,0.99971513
HORVU.MOREX.r3.4HG0338810,-0.185188052,4.71646137,0.495364026,0.99971513
HORVU.MOREX.r3.5HG0498210,-0.181220034,6.840157781,0.495403857,0.99971513
HORVU.MOREX.r3.7HG0749440,-0.318239514,2.090598343,0.495556873,0.99971513
HORVU.MOREX.r3.4HG0377020,0.180400876,4.943722359,0.49579792,0.99971513
HORVU.MOREX.r3.3HG0277400,-0.19600608,4.325859024,0.495967248,0.99971513
HORVU.MOREX.r3.4HG0391760,-0.177728359,5.109113012,0.496019858,0.99971513
HORVU.MOREX.r3.2HG0150260,0.222017302,3.716028163,0.496028375,0.99971513
HORVU.MOREX.r3.1HG0093610,-0.376862157,1.190643355,0.496090182,0.99971513
HORVU.MOREX.r3.6HG0630020,0.299372998,2.395525741,0.496110878,0.99971513
HORVU.MOREX.r3.3HG0280400,0.193762011,7.784488011,0.496121857,0.99971513
HORVU.MOREX.r3.4HG0346860,0.174231905,5.457011135,0.496123151,0.99971513
HORVU.MOREX.r3.6HG0543100,0.367407877,1.319876534,0.496153179,0.99971513
HORVU.MOREX.r3.6HG0593480,0.174833628,5.3649146,0.496332456,0.99971513
HORVU.MOREX.r3.3HG0236330,-0.275041807,2.785137167,0.496424077,0.99971513
HORVU.MOREX.r3.3HG0234950,-0.317222365,2.104166486,0.496452392,0.99971513
HORVU.MOREX.r3.2HG0113990,0.173277561,5.899354446,0.496561224,0.99971513
HORVU.MOREX.r3.7HG0728630,0.190349461,4.496671786,0.496640504,0.99971513
HORVU.MOREX.r3.3HG0319800,0.173070864,5.803117739,0.496726028,0.99971513
HORVU.MOREX.r3.6HG0596930,-0.176760166,5.160632929,0.496773778,0.99971513
HORVU.MOREX.r3.4HG0349080,-0.264192336,2.957239288,0.496845876,0.99971513
HORVU.MOREX.r3.2HG0176800,0.195789809,4.3195735,0.496915298,0.99971513
HORVU.MOREX.r3.3HG0240560,0.188606667,4.552944681,0.497097792,0.99971513
HORVU.MOREX.r3.4HG0395010,0.236649333,3.428602662,0.497159328,0.99971513
HORVU.MOREX.r3.3HG0290820,0.176476519,5.163489682,0.497315799,0.99971513
HORVU.MOREX.r3.7HG0687080,-0.174331212,6.214317915,0.497324597,0.99971513
HORVU.MOREX.r3.5HG0478650,-0.252468443,3.146383229,0.49738937,0.99971513
HORVU.MOREX.r3.3HG0325150,0.259629848,12.30303378,0.497507906,0.99971513
HORVU.MOREX.r3.3HG0237520,-0.173861438,5.430792631,0.497564233,0.99971513
HORVU.MOREX.r3.3HG0289030,-0.17462165,6.279958603,0.497677248,0.99971513
HORVU.MOREX.r3.1HG0068060,-0.194970815,7.920948716,0.497744522,0.99971513
HORVU.MOREX.r3.3HG0244930,0.19174978,7.693725419,0.49777736,0.99971513
HORVU.MOREX.r3.3HG0288570,0.298703915,2.383430385,0.497863323,0.99971513
HORVU.MOREX.r3.3HG0266920,-0.175366598,6.383424558,0.497912711,0.99971513
HORVU.MOREX.r3.6HG0632090,-0.253790399,3.119960192,0.497952783,0.99971513
HORVU.MOREX.r3.2HG0136400,-0.187880918,4.56093075,0.498168072,0.99971513
HORVU.MOREX.r3.3HG0226800,0.189934261,7.578748614,0.498243902,0.99971513
HORVU.MOREX.r3.1HG0090370,0.177014209,5.096026359,0.498338342,0.99971513
HORVU.MOREX.r3.6HG0557900,-0.173642623,5.412450135,0.498423214,0.99971513
HORVU.MOREX.r3.2HG0149060,-0.173334454,6.12336856,0.498487325,0.99971513
HORVU.MOREX.r3.3HG0303600,0.184188889,4.701124644,0.498574114,0.99971513
HORVU.MOREX.r3.5HG0480800,-0.259063994,3.026753914,0.498574559,0.99971513
HORVU.MOREX.r3.3HG0225180,0.195999984,4.292075909,0.498583333,0.99971513
HORVU.MOREX.r3.7HG0640730,-0.410607754,0.721371491,0.49863423,0.99971513
HORVU.MOREX.r3.1HG0057460,-0.417277529,0.644998493,0.498667196,0.99971513
HORVU.MOREX.r3.1HG0073430,0.307811955,2.224383423,0.498691672,0.99971513
HORVU.MOREX.r3.7HG0685210,-0.172708134,5.550796121,0.498823951,0.99971513
HORVU.MOREX.r3.5HG0516490,-0.175155252,5.222777163,0.49887371,0.99971513
HORVU.MOREX.r3.2HG0210840,-0.302789925,2.304936902,0.498922724,0.99971513
HORVU.MOREX.r3.2HG0117100,-0.194650573,4.325531268,0.498946502,0.99971513
HORVU.MOREX.r3.2HG0207390,-0.191228692,4.432690272,0.498949332,0.99971513
HORVU.MOREX.r3.7HG0669230,0.197749264,4.234130431,0.49911762,0.99971513
HORVU.MOREX.r3.2HG0183660,-0.207046935,3.996982674,0.4991735,0.99971513
HORVU.MOREX.r3.6HG0554540,-0.223990929,3.641186715,0.499256416,0.99971513
HORVU.MOREX.r3.4HG0375930,-0.17273477,5.511471341,0.499257374,0.99971513
HORVU.MOREX.r3.3HG0285280,-0.250413782,3.165433246,0.499338145,0.99971513
HORVU.MOREX.r3.2HG0114140,-0.402608459,0.804959222,0.499359303,0.99971513
HORVU.MOREX.r3.4HG0388580,-0.234106263,3.44973483,0.499389584,0.99971513
HORVU.MOREX.r3.6HG0560180,-0.171989227,5.771019925,0.499423615,0.99971513
HORVU.MOREX.r3.3HG0319950,-0.254972951,3.082370356,0.499543835,0.99971513
HORVU.MOREX.r3.5HG0508800,0.178565185,6.773519346,0.499844751,0.99971513
HORVU.MOREX.r3.3HG0292240,0.258508558,3.020600959,0.500012498,0.99971513
HORVU.MOREX.r3.3HG0276570,-0.217503898,9.554157283,0.500046173,0.99971513
HORVU.MOREX.r3.1HG0090710,0.211063947,3.899686342,0.500104287,0.99971513
HORVU.MOREX.r3.7HG0738670,0.208538542,3.955410698,0.50015462,0.99971513
HORVU.MOREX.r3.1HG0000690,0.197340993,4.236039823,0.500213702,0.99971513
HORVU.MOREX.r3.3HG0306720,-0.239162309,3.351601607,0.500251501,0.99971513
HORVU.MOREX.r3.1HG0015480,-0.249075004,3.17688395,0.500271372,0.99971513
HORVU.MOREX.r3.4HG0387290,-0.22785781,3.556610588,0.500397008,0.99971513
HORVU.MOREX.r3.1HG0045440,-0.205563713,4.02162028,0.50042752,0.99971513
HORVU.MOREX.r3.5HG0494790,0.179679607,6.889905281,0.500491172,0.99971513
HORVU.MOREX.r3.4HG0335510,-0.18311617,4.710899357,0.500512873,0.99971513
HORVU.MOREX.r3.3HG0254650,-0.189373448,4.47162659,0.500628563,0.99971513
HORVU.MOREX.r3.5HG0517030,0.172286642,5.479263963,0.500820987,0.99971513
HORVU.MOREX.r3.3HG0295210,-0.223200652,3.64049291,0.500935381,0.99971513
HORVU.MOREX.r3.7HG0688550,-0.221352214,3.676893719,0.500968396,0.99971513
HORVU.MOREX.r3.4HG0409330,-0.213058557,3.845935213,0.501106994,0.99971513
HORVU.MOREX.r3.3HG0304610,0.402861823,0.781061254,0.501185479,0.99971513
HORVU.MOREX.r3.2HG0128240,-0.174839195,5.168354224,0.501221429,0.99971513
HORVU.MOREX.r3.3HG0284760,0.179427718,4.873828045,0.50129452,0.99971513
HORVU.MOREX.r3.2HG0214640,0.38037728,1.068124621,0.501343505,0.99971513
HORVU.MOREX.r3.2HG0132360,0.171610087,6.008539414,0.501441188,0.99971513
HORVU.MOREX.r3.1HG0094930,0.171756649,5.529060747,0.501484294,0.99971513
HORVU.MOREX.r3.2HG0128280,0.253702268,3.086404047,0.50157436,0.99971513
HORVU.MOREX.r3.7HG0644460,-0.19923798,8.347891523,0.501663711,0.99971513
HORVU.MOREX.r3.3HG0280440,0.171093448,5.790515566,0.501689694,0.99971513
HORVU.MOREX.r3.7HG0658060,-0.18039147,4.810534944,0.501756929,0.99971513
HORVU.MOREX.r3.6HG0623930,0.17296784,5.328201426,0.50177979,0.99971513
HORVU.MOREX.r3.1HG0054310,-0.436093698,0.401213747,0.501852969,0.99971513
HORVU.MOREX.r3.6HG0547910,0.252304852,3.103846457,0.501904851,0.99971513
HORVU.MOREX.r3.1HG0019420,-0.199540703,4.152200484,0.501946668,0.99971513
HORVU.MOREX.r3.1HG0043800,0.282255724,2.608566774,0.502040585,0.99971513
HORVU.MOREX.r3.1HG0055400,0.175904902,5.060677596,0.50206127,0.99971513
HORVU.MOREX.r3.7HG0664370,0.192688915,4.343253017,0.502105323,0.99971513
HORVU.MOREX.r3.1HG0066860,-0.394495337,0.873312506,0.502182101,0.99971513
HORVU.MOREX.r3.7HG0677780,-0.253389154,3.087511985,0.502188144,0.99971513
HORVU.MOREX.r3.3HG0303920,0.246088941,3.208691209,0.50237697,0.99971513
HORVU.MOREX.r3.5HG0444810,0.171424853,6.06902077,0.502542274,0.99971513
HORVU.MOREX.r3.3HG0297170,0.356062884,1.408064995,0.502696038,0.99971513
HORVU.MOREX.r3.5HG0493560,-0.181775254,4.725693455,0.502868976,0.99971513
HORVU.MOREX.r3.3HG0238450,0.194756246,4.269470009,0.502994881,0.99971513
HORVU.MOREX.r3.2HG0157250,-0.178569261,6.882954114,0.50301138,0.99971513
HORVU.MOREX.r3.2HG0184300,0.215064059,3.782076772,0.503063691,0.99971513
HORVU.MOREX.r3.4HG0369460,-0.172008546,5.380731821,0.503106509,0.99971513
HORVU.MOREX.r3.1HG0058180,-0.266216583,2.859595133,0.503136998,0.99971513
HORVU.MOREX.r3.7HG0678310,0.182106686,7.167692321,0.50331636,0.99971513
HORVU.MOREX.r3.3HG0255260,-0.23578282,3.378379255,0.503462608,0.99971513
HORVU.MOREX.r3.4HG0386550,0.171520844,6.158251494,0.503467129,0.99971513
HORVU.MOREX.r3.7HG0723410,-0.395828654,0.8437877,0.503508372,0.99971513
HORVU.MOREX.r3.2HG0139270,-0.170356209,5.782315048,0.50352876,0.99971513
HORVU.MOREX.r3.5HG0454080,0.249147815,3.145528889,0.503548065,0.99971513
HORVU.MOREX.r3.3HG0245060,0.195121634,8.124354169,0.503708332,0.99971513
HORVU.MOREX.r3.6HG0634080,0.171130826,5.470903789,0.503757178,0.99971513
HORVU.MOREX.r3.6HG0602080,0.170312574,5.702935701,0.503855801,0.99971513
HORVU.MOREX.r3.7HG0722360,0.417855088,0.576957488,0.504200726,0.99971513
HORVU.MOREX.r3.3HG0329830,-0.389605546,0.919835532,0.504255575,0.99971513
HORVU.MOREX.r3.1HG0079620,-0.22741419,3.52729328,0.504364419,0.99971513
HORVU.MOREX.r3.7HG0715600,0.172566609,5.249340068,0.504541523,0.99971513
HORVU.MOREX.r3.2HG0209330,0.172336669,5.264355215,0.504759345,0.99971513
HORVU.MOREX.r3.3HG0300820,-0.290829069,2.433392996,0.504800476,0.99971513
HORVU.MOREX.r3.6HG0608680,-0.172509363,5.244935294,0.504800952,0.99971513
HORVU.MOREX.r3.2HG0121980,-0.213223725,3.803455163,0.504813989,0.99971513
HORVU.MOREX.r3.4HG0402620,-0.169818028,5.80771243,0.504938456,0.99971513
HORVU.MOREX.r3.7HG0678560,0.22880057,3.490116804,0.505331838,0.99971513
HORVU.MOREX.r3.7HG0676590,0.179682318,4.771702815,0.505525764,0.99971513
HORVU.MOREX.r3.5HG0460350,-0.178776524,4.815759929,0.505543692,0.99971513
HORVU.MOREX.r3.7HG0634460,0.288470837,2.465109485,0.505729742,0.99971513
HORVU.MOREX.r3.7HG0700480,0.199927757,4.098111455,0.505759808,0.99971513
HORVU.MOREX.r3.6HG0558300,-0.17825296,6.951042809,0.505765561,0.99971513
HORVU.MOREX.r3.6HG0555090,-0.200218543,4.087118358,0.505819855,0.99971513
HORVU.MOREX.r3.2HG0170400,0.295983169,2.337320705,0.505883156,0.99971513
HORVU.MOREX.r3.6HG0569870,0.195761886,4.20282838,0.50588449,0.99971513
HORVU.MOREX.r3.2HG0174650,-0.171497456,5.299758364,0.505988767,0.99971513
HORVU.MOREX.r3.4HG0341700,0.234119322,3.382983546,0.50616494,0.99971513
HORVU.MOREX.r3.5HG0451470,0.170358295,6.150451662,0.50623602,0.99971513
HORVU.MOREX.r3.2HG0111440,0.263439194,12.92314803,0.50624168,0.99971513
HORVU.MOREX.r3.1HG0075320,-0.224514978,3.559823274,0.50637154,0.99971513
HORVU.MOREX.r3.6HG0556980,-0.198432698,4.125168685,0.506437621,0.99971513
HORVU.MOREX.r3.7HG0720830,-0.262286333,2.894339758,0.506440068,0.99971513
HORVU.MOREX.r3.4HG0355460,-0.204004942,3.989716926,0.506509599,0.99971513
HORVU.MOREX.r3.4HG0391170,-0.186238913,7.576803767,0.506568034,0.99971513
HORVU.MOREX.r3.2HG0119520,0.185992927,4.494178678,0.506680996,0.99971513
HORVU.MOREX.r3.6HG0615730,0.273545567,2.703875048,0.50670846,0.99971513
HORVU.MOREX.r3.4HG0411210,0.206753377,3.922503242,0.506779377,0.99971513
HORVU.MOREX.r3.1HG0034850,-0.185062094,4.523603137,0.50696957,0.99971513
HORVU.MOREX.r3.3HG0307120,0.202203299,4.026434073,0.507012233,0.99971513
HORVU.MOREX.r3.3HG0318660,-0.17024735,5.401793644,0.507056392,0.99971513
HORVU.MOREX.r3.3HG0255500,-0.169347995,5.551218505,0.50727558,0.99971513
HORVU.MOREX.r3.4HG0357430,-0.26941227,13.37963283,0.507348235,0.99971513
HORVU.MOREX.r3.2HG0189720,0.168974686,5.650984876,0.50737041,0.99971513
HORVU.MOREX.r3.5HG0507700,0.226629052,3.510466303,0.507389128,0.99971513
HORVU.MOREX.r3.6HG0602150,-0.325108193,1.831893549,0.50739673,0.99971513
HORVU.MOREX.r3.3HG0269030,0.305818792,2.151294621,0.507403884,0.99971513
HORVU.MOREX.r3.2HG0126760,-0.168797581,5.787573024,0.507434357,0.99971513
HORVU.MOREX.r3.6HG0633570,-0.409024874,0.630611988,0.507527445,0.99971513
HORVU.MOREX.r3.7HG0706330,0.170837949,5.301543434,0.507616631,0.99971513
HORVU.MOREX.r3.4HG0396820,0.171318654,6.373829591,0.507691574,0.99971513
HORVU.MOREX.r3.2HG0123080,0.244107001,3.189311642,0.507705027,0.99971513
HORVU.MOREX.r3.7HG0675920,-0.170682825,5.312476299,0.507761358,0.99971513
HORVU.MOREX.r3.6HG0626440,-0.184711377,7.508210861,0.507921104,0.99971513
HORVU.MOREX.r3.7HG0710760,0.176674974,4.867231598,0.508008529,0.99971513
HORVU.MOREX.r3.4HG0384020,0.259926046,2.913666613,0.508110562,0.99971513
HORVU.MOREX.r3.5HG0533790,-0.168814509,5.596248375,0.508144965,0.99971513
HORVU.MOREX.r3.6HG0631660,-0.172712459,5.112599809,0.508153672,0.99971513
HORVU.MOREX.r3.5HG0423110,0.330990668,1.721068895,0.508447188,0.99971513
HORVU.MOREX.r3.1HG0081780,0.183573242,4.550980157,0.508626765,0.99971513
HORVU.MOREX.r3.5HG0482310,0.178776854,4.753249687,0.508666213,0.99971513
HORVU.MOREX.r3.7HG0639340,-0.325814467,1.803897597,0.508684244,0.99971513
HORVU.MOREX.r3.3HG0323020,0.186867912,4.43436285,0.508810171,0.99971513
HORVU.MOREX.r3.6HG0540200,-0.186381961,4.441688849,0.509255521,0.99971513
HORVU.MOREX.r3.4HG0384450,-0.325554664,1.799818107,0.509489998,0.99971513
HORVU.MOREX.r3.7HG0751660,-0.200160269,4.044513729,0.509737736,0.99971513
HORVU.MOREX.r3.2HG0122400,-0.326371425,1.784486184,0.509756949,0.99971513
HORVU.MOREX.r3.1HG0041250,-0.180455401,4.65349987,0.50987874,0.99971513
HORVU.MOREX.r3.4HG0352020,-0.169682302,5.32957502,0.509893665,0.99971513
HORVU.MOREX.r3.7HG0681830,0.347618691,1.447759983,0.509971469,0.99971513
HORVU.MOREX.r3.2HG0115930,0.16861686,6.105610777,0.51001011,0.99971513
HORVU.MOREX.r3.7HG0721570,-0.170259288,6.364325636,0.510098725,0.99971513
HORVU.MOREX.r3.5HG0426690,-0.19121717,8.054506755,0.510152947,0.99971513
HORVU.MOREX.r3.1HG0069570,0.168337372,5.512980751,0.510189682,0.99971513
HORVU.MOREX.r3.3HG0270500,0.171121656,5.166948568,0.510321733,0.99971513
HORVU.MOREX.r3.2HG0121940,0.376137591,1.017288562,0.510580478,0.99971513
HORVU.MOREX.r3.3HG0231970,0.224875493,3.511921946,0.510613629,0.99971513
HORVU.MOREX.r3.2HG0178430,-0.21025685,3.80451231,0.51065344,0.99971513
HORVU.MOREX.r3.7HG0716400,0.391105061,0.817011957,0.510676066,0.99971513
HORVU.MOREX.r3.3HG0229800,-0.239445494,3.24046351,0.510697099,0.99971513
HORVU.MOREX.r3.7HG0749640,0.173796407,6.753222362,0.510787971,0.99971513
HORVU.MOREX.r3.5HG0470970,0.322195797,1.837453768,0.510843386,0.99971513
HORVU.MOREX.r3.1HG0081970,-0.171483244,5.104859842,0.511169474,0.99971513
HORVU.MOREX.r3.4HG0396030,0.17530115,6.899634031,0.511316363,0.99971513
HORVU.MOREX.r3.2HG0187540,0.185245637,4.452914187,0.511364533,0.99971513
HORVU.MOREX.r3.6HG0596990,0.259514204,2.88929169,0.511378348,0.99971513
HORVU.MOREX.r3.2HG0205020,-0.194224798,4.175965414,0.511512134,0.99971513
HORVU.MOREX.r3.5HG0472840,-0.363543606,1.17853303,0.511804643,0.99971513
HORVU.MOREX.r3.3HG0275900,-0.178738772,4.690900495,0.511830968,0.99971513
HORVU.MOREX.r3.1HG0073290,-0.169075566,5.300805367,0.511916362,0.99971513
HORVU.MOREX.r3.4HG0357220,-0.177088399,4.76094421,0.51205122,0.99971513
HORVU.MOREX.r3.5HG0511960,-0.263339316,2.81215785,0.512295073,0.99971513
HORVU.MOREX.r3.4HG0415470,0.194113908,8.341215945,0.512528524,0.99971513
HORVU.MOREX.r3.1HG0067920,-0.210414583,3.779439182,0.51256825,0.99971513
HORVU.MOREX.r3.3HG0280450,0.168554722,6.269698758,0.512572182,0.99971513
HORVU.MOREX.r3.5HG0517240,0.167211516,5.553458807,0.512606613,0.99971513
HORVU.MOREX.r3.7HG0656570,-0.288822637,2.381239898,0.512620125,0.99971513
HORVU.MOREX.r3.4HG0333400,-0.199430284,4.028126625,0.512707219,0.99971513
HORVU.MOREX.r3.5HG0463600,-0.168988354,6.337558999,0.512743573,0.99971513
HORVU.MOREX.r3.5HG0496000,-0.316075671,1.911027726,0.513080642,0.99971513
HORVU.MOREX.r3.3HG0249710,-0.168174456,5.351641729,0.513147008,0.99971513
HORVU.MOREX.r3.2HG0178810,-0.292869611,2.300423851,0.513273639,0.99971513
HORVU.MOREX.r3.4HG0372190,0.175612587,6.992539635,0.513345843,0.99971513
HORVU.MOREX.r3.1HG0081120,0.332307757,1.643012508,0.513361377,0.99971513
HORVU.MOREX.r3.3HG0277330,0.187020643,4.360347783,0.513509465,0.99971513
HORVU.MOREX.r3.2HG0217920,0.167091017,5.489562241,0.513580773,0.99971513
HORVU.MOREX.r3.5HG0474610,0.258898135,2.872890377,0.513614136,0.99971513
HORVU.MOREX.r3.1HG0067250,-0.269243507,2.697523289,0.51366025,0.99971513
HORVU.MOREX.r3.4HG0381580,0.171542365,5.034997576,0.513683646,0.99971513
HORVU.MOREX.r3.2HG0194210,0.215830172,3.658368092,0.513715226,0.99971513
HORVU.MOREX.r3.5HG0443870,0.196089168,4.099145185,0.513719471,0.99971513
HORVU.MOREX.r3.2HG0100660,0.184544274,7.687151673,0.513846403,0.99971513
HORVU.MOREX.r3.2HG0176730,-0.171924209,5.00378922,0.513926195,0.99971513
HORVU.MOREX.r3.2HG0191490,0.241815306,3.160678935,0.514287595,0.99971513
HORVU.MOREX.r3.7HG0682960,0.177792979,4.683415396,0.514447542,0.99971513
HORVU.MOREX.r3.7HG0734860,-0.181029375,7.445553734,0.514478345,0.99971513
HORVU.MOREX.r3.1HG0057430,-0.181278603,4.541959186,0.514523278,0.99971513
HORVU.MOREX.r3.5HG0422490,-0.166707439,5.494276933,0.514562242,0.99971513
HORVU.MOREX.r3.5HG0472880,-0.17781962,7.20544286,0.514571965,0.99971513
HORVU.MOREX.r3.1HG0032760,-0.170869752,6.627765141,0.514628189,0.99971513
HORVU.MOREX.r3.5HG0466820,-0.20960518,3.775758872,0.514639452,0.99971513
HORVU.MOREX.r3.1HG0048880,0.230636459,10.99529869,0.51467791,0.99971513
HORVU.MOREX.r3.7HG0722010,-0.309908074,1.989848828,0.514793454,0.99971513
HORVU.MOREX.r3.6HG0622140,-0.171201028,5.02649379,0.514850465,0.99971513
HORVU.MOREX.r3.7HG0707530,-0.177380254,7.181389928,0.514885289,0.99971513
HORVU.MOREX.r3.7HG0737490,-0.177943743,4.668064197,0.514909314,0.99971513
HORVU.MOREX.r3.7HG0725910,0.216342773,3.633394344,0.514946918,0.99971513
HORVU.MOREX.r3.3HG0322450,-0.165975148,5.945765176,0.515139411,0.99971513
HORVU.MOREX.r3.6HG0626000,-0.16877088,5.201305951,0.515212034,0.99971513
HORVU.MOREX.r3.1HG0094490,0.270602003,2.655424224,0.515329705,0.99971513
HORVU.MOREX.r3.3HG0327810,0.165789175,5.911627261,0.515331329,0.99971513
HORVU.MOREX.r3.1HG0025350,-0.305102489,2.069704294,0.515426494,0.99971513
HORVU.MOREX.r3.2HG0128720,0.173634002,4.866021904,0.515441967,0.99971513
HORVU.MOREX.r3.6HG0617830,0.171280982,4.991439896,0.515880464,0.99971513
HORVU.MOREX.r3.5HG0437380,-0.175435061,7.064310788,0.515950879,0.99971513
HORVU.MOREX.r3.6HG0542750,-0.225914003,3.435909835,0.515977488,0.99971513
HORVU.MOREX.r3.4HG0380540,-0.206532811,3.826130459,0.516005175,0.99971513
HORVU.MOREX.r3.2HG0164970,-0.185853605,7.857264384,0.51609256,0.99971513
HORVU.MOREX.r3.3HG0296480,-0.279326117,2.498526332,0.516200866,0.99971513
HORVU.MOREX.r3.7HG0719510,-0.179265045,4.591542231,0.516221453,0.99971513
HORVU.MOREX.r3.1HG0070060,0.204335399,9.198298082,0.516250477,0.99971513
HORVU.MOREX.r3.5HG0524630,0.17334725,6.909683978,0.516336351,0.99971513
