Name,logFC,logCPM,pvalue,FDR
HORVU.MOREX.r3.5HG0471790,0.172259234,4.922679274,0.516338228,0.99971513
HORVU.MOREX.r3.1HG0002670,-0.282968597,2.429015299,0.516390521,0.99971513
HORVU.MOREX.r3.7HG0662190,0.210083706,3.745927739,0.516415529,0.99971513
HORVU.MOREX.r3.6HG0573850,0.17123405,4.979638926,0.516419941,0.99971513
HORVU.MOREX.r3.6HG0578870,0.200199229,3.965058068,0.516574606,0.99971513
HORVU.MOREX.r3.5HG0525310,0.165354378,5.649564543,0.516584923,0.99971513
HORVU.MOREX.r3.2HG0199420,-0.198990171,3.99426456,0.516597675,0.99971513
HORVU.MOREX.r3.5HG0439870,0.172263133,4.914910916,0.516708638,0.99971513
HORVU.MOREX.r3.1HG0013690,0.290226388,2.307706343,0.516721441,0.99971513
HORVU.MOREX.r3.1HG0037780,-0.185741032,4.357712794,0.516734675,0.99971513
HORVU.MOREX.r3.4HG0408780,-0.283341283,2.425383226,0.516765098,0.99971513
HORVU.MOREX.r3.5HG0486890,-0.179745724,4.561828544,0.516956696,0.99971513
HORVU.MOREX.r3.7HG0749790,-0.176747656,4.683722007,0.516973963,0.99971513
HORVU.MOREX.r3.2HG0194640,-0.328177498,1.664073194,0.516988685,0.99971513
HORVU.MOREX.r3.1HG0089750,0.344755965,1.400958148,0.516996581,0.99971513
HORVU.MOREX.r3.4HG0383320,0.313456919,1.905642351,0.517022661,0.99971513
HORVU.MOREX.r3.1HG0025520,0.167650085,6.387422313,0.517102152,0.99971513
HORVU.MOREX.r3.1HG0023210,-0.222774298,3.48537773,0.517176461,0.99971513
HORVU.MOREX.r3.2HG0194310,-0.38727698,0.789282345,0.517198869,0.99971513
HORVU.MOREX.r3.3HG0270050,0.236766312,3.226120883,0.517258733,0.99971513
HORVU.MOREX.r3.4HG0334210,-0.227015264,10.84423469,0.517374237,0.99971513
HORVU.MOREX.r3.5HG0464600,-0.308949385,1.981961321,0.517383794,0.99971513
HORVU.MOREX.r3.3HG0233990,-0.325335792,1.703629512,0.517556019,0.99971513
HORVU.MOREX.r3.3HG0306260,-0.236170563,3.227012037,0.517655643,0.99971513
HORVU.MOREX.r3.2HG0180740,-0.169340182,5.06945315,0.517869863,0.99971513
HORVU.MOREX.r3.5HG0513250,-0.364920095,1.082860193,0.518046911,0.99971513
HORVU.MOREX.r3.6HG0559160,0.164967079,6.001310742,0.518105306,0.99971513
HORVU.MOREX.r3.3HG0265190,-0.16733816,6.40557551,0.518199612,0.99971513
HORVU.MOREX.r3.2HG0171440,-0.169017943,5.082611795,0.518239716,0.99971513
HORVU.MOREX.r3.7HG0730310,-0.216809623,3.588624506,0.518245705,0.99971513
HORVU.MOREX.r3.1HG0088330,0.242208461,3.108955283,0.518629306,0.99971513
HORVU.MOREX.r3.3HG0256060,-0.165169014,5.462269048,0.518764461,0.99971513
HORVU.MOREX.r3.2HG0209040,-0.360447644,1.131095027,0.518866381,0.99971513
HORVU.MOREX.r3.1HG0017980,-0.178901766,4.558045077,0.519169902,0.99971513
HORVU.MOREX.r3.5HG0472010,-0.230662554,3.314961054,0.519181711,0.99971513
HORVU.MOREX.r3.6HG0620240,-0.176811636,4.639203424,0.519298894,0.99971513
HORVU.MOREX.r3.2HG0211900,0.19045534,4.181363878,0.519304089,0.99971513
HORVU.MOREX.r3.5HG0497790,-0.206098653,3.800165418,0.519384927,0.99971513
HORVU.MOREX.r3.7HG0712460,0.318156833,1.799496369,0.519405656,0.99971513
HORVU.MOREX.r3.2HG0197630,0.252898419,2.913033339,0.519450753,0.99971513
HORVU.MOREX.r3.2HG0159150,-0.16849591,6.586426016,0.519457719,0.99971513
HORVU.MOREX.r3.4HG0389260,-0.204308773,9.309236504,0.519486705,0.99971513
HORVU.MOREX.r3.3HG0330810,-0.164393527,6.010506389,0.519520983,0.99971513
HORVU.MOREX.r3.5HG0529140,0.198772908,8.915551096,0.519609099,0.99971513
HORVU.MOREX.r3.5HG0511930,-0.173520677,4.779115266,0.519624251,0.99971513
HORVU.MOREX.r3.5HG0488930,-0.272425562,2.5789516,0.519641119,0.99971513
HORVU.MOREX.r3.2HG0113170,-0.172651745,4.824407969,0.519677062,0.99971513
HORVU.MOREX.r3.2HG0101230,-0.193695312,4.087586461,0.519701356,0.99971513
HORVU.MOREX.r3.7HG0708040,0.192271495,4.126877446,0.519706665,0.99971513
HORVU.MOREX.r3.5HG0499110,0.273958645,2.547609334,0.520033919,0.99971513
HORVU.MOREX.r3.1HG0039940,-0.166766257,5.205783808,0.520082706,0.99971513
HORVU.MOREX.r3.3HG0220590,-0.24177218,3.100711114,0.520084891,0.99971513
HORVU.MOREX.r3.1HG0071460,-0.185363498,7.952479423,0.520096836,0.99971513
HORVU.MOREX.r3.3HG0321700,-0.205794892,3.796366487,0.52014754,0.99971513
HORVU.MOREX.r3.2HG0159920,-0.166585492,5.222560222,0.520172653,0.99971513
HORVU.MOREX.r3.2HG0123570,0.166455644,5.231435309,0.520237377,0.99971513
HORVU.MOREX.r3.5HG0478610,-0.20952672,3.718024444,0.520244516,0.99971513
HORVU.MOREX.r3.6HG0553180,-0.261384226,2.756240732,0.520443114,0.99971513
HORVU.MOREX.r3.2HG0210940,0.168033451,5.087359447,0.520482028,0.99971513
HORVU.MOREX.r3.5HG0488680,0.180148784,4.488691064,0.52051867,0.99971513
HORVU.MOREX.r3.4HG0343510,-0.16702722,5.164724393,0.520578147,0.99971513
HORVU.MOREX.r3.7HG0728910,-0.367174867,1.009774726,0.52070006,0.99971513
HORVU.MOREX.r3.7HG0686580,0.170655231,4.910823895,0.520747513,0.99971513
HORVU.MOREX.r3.6HG0628240,0.189975039,4.174984645,0.52087287,0.99971513
HORVU.MOREX.r3.2HG0096540,0.211173222,3.67635716,0.520876472,0.99971513
HORVU.MOREX.r3.7HG0653210,-0.408583477,0.484070486,0.521006225,0.99971513
HORVU.MOREX.r3.3HG0301710,-0.181154626,4.44497053,0.521051577,0.99971513
HORVU.MOREX.r3.4HG0357020,-0.188608135,4.208139659,0.521216446,0.99971513
HORVU.MOREX.r3.4HG0348870,-0.293809277,2.189445155,0.52138069,0.99971513
HORVU.MOREX.r3.3HG0245070,0.164285162,6.150404255,0.521464125,0.99971513
HORVU.MOREX.r3.7HG0646060,0.271380538,2.576019845,0.521476128,0.99971513
HORVU.MOREX.r3.6HG0631780,-0.287284797,2.296188586,0.521589765,0.99971513
HORVU.MOREX.r3.4HG0361590,-0.163291087,5.868279916,0.521599173,0.99971513
HORVU.MOREX.r3.2HG0183080,0.380829816,0.820880319,0.521700132,0.99971513
HORVU.MOREX.r3.5HG0478860,0.268119886,2.629901244,0.521724374,0.99971513
HORVU.MOREX.r3.7HG0655490,-0.17498149,4.674410356,0.521760521,0.99971513
HORVU.MOREX.r3.4HG0403370,0.196906575,3.983117567,0.521896176,0.99971513
HORVU.MOREX.r3.7HG0689310,0.242261964,3.073627918,0.521916688,0.99971513
HORVU.MOREX.r3.7HG0669180,0.163090561,5.760609246,0.521917717,0.99971513
HORVU.MOREX.r3.3HG0233880,0.21885166,3.510789609,0.521944248,0.99971513
HORVU.MOREX.r3.2HG0165110,0.177216454,7.400418507,0.522003824,0.99971513
HORVU.MOREX.r3.6HG0623670,0.369352601,0.972357243,0.522051334,0.99971513
HORVU.MOREX.r3.2HG0141530,0.1758637,4.626643153,0.522137275,0.99971513
HORVU.MOREX.r3.7HG0716830,0.266704762,2.6493576,0.522151231,0.99971513
HORVU.MOREX.r3.7HG0691500,-0.167767899,6.623053409,0.522183955,0.99971513
HORVU.MOREX.r3.6HG0577670,0.204981869,3.792597619,0.522207578,0.99971513
HORVU.MOREX.r3.2HG0188220,-0.24101438,3.093958922,0.522327643,0.99971513
HORVU.MOREX.r3.3HG0273250,0.162896349,5.759728111,0.522384393,0.99971513
HORVU.MOREX.r3.1HG0060300,-0.201801338,3.86182372,0.522414303,0.99971513
HORVU.MOREX.r3.7HG0656850,-0.312417237,1.85491365,0.52247605,0.99971513
HORVU.MOREX.r3.3HG0249570,0.343685963,1.34106358,0.522491399,0.99971513
HORVU.MOREX.r3.7HG0675260,-0.201890763,9.252926924,0.522835735,0.99971513
HORVU.MOREX.r3.1HG0020260,0.254757052,2.850303678,0.522863357,0.99971513
HORVU.MOREX.r3.2HG0180680,0.181603655,4.402204616,0.522965195,0.99971513
HORVU.MOREX.r3.7HG0688880,-0.179921134,4.453278902,0.523339978,0.99971513
HORVU.MOREX.r3.5HG0493390,-0.162547107,5.862626883,0.523396587,0.99971513
HORVU.MOREX.r3.3HG0297410,0.163706544,6.182917263,0.523402444,0.99971513
HORVU.MOREX.r3.5HG0464810,0.16255126,5.666339696,0.523558696,0.99971513
HORVU.MOREX.r3.2HG0215640,-0.165769218,6.471764222,0.523586482,0.99971513
HORVU.MOREX.r3.3HG0229480,-0.219063089,3.489636522,0.523638535,0.99971513
HORVU.MOREX.r3.3HG0294840,-0.162395853,5.830113567,0.523671838,0.99971513
HORVU.MOREX.r3.7HG0655160,0.194265663,4.02822155,0.523725333,0.99971513
HORVU.MOREX.r3.2HG0123830,-0.178403102,4.497722233,0.523809865,0.99971513
HORVU.MOREX.r3.3HG0298480,0.16234033,5.673915976,0.524037936,0.99971513
HORVU.MOREX.r3.2HG0142490,-0.162229555,5.751930279,0.524052732,0.99971513
HORVU.MOREX.r3.5HG0477970,-0.177911512,4.515755667,0.524101477,0.99971513
HORVU.MOREX.r3.1HG0059120,0.177029222,4.546990003,0.524110975,0.99971513
HORVU.MOREX.r3.7HG0735250,0.172992922,4.717232072,0.524184252,0.99971513
HORVU.MOREX.r3.6HG0599530,-0.163071459,6.132545947,0.524296904,0.99971513
HORVU.MOREX.r3.3HG0268170,-0.174351775,4.650744067,0.524467665,0.99971513
HORVU.MOREX.r3.6HG0618120,-0.215891579,3.542621488,0.524476646,0.99971513
HORVU.MOREX.r3.3HG0326190,0.167953686,6.729877488,0.524495705,0.99971513
HORVU.MOREX.r3.2HG0178820,0.171286454,7.018826403,0.524548522,0.99971513
HORVU.MOREX.r3.3HG0288660,0.281081912,2.367768839,0.524694527,0.99971513
HORVU.MOREX.r3.4HG0357230,-0.165135982,6.456855371,0.524810846,0.99971513
HORVU.MOREX.r3.1HG0086010,0.199216933,3.896207215,0.524840304,0.99971513
HORVU.MOREX.r3.3HG0309820,0.183109464,7.942786747,0.524886281,0.99971513
HORVU.MOREX.r3.2HG0133680,0.305033681,1.951185489,0.524946948,0.99971513
HORVU.MOREX.r3.1HG0058730,-0.237291801,3.130809633,0.525010022,0.99971513
HORVU.MOREX.r3.5HG0493910,0.195511809,3.982369525,0.52503859,0.99971513
HORVU.MOREX.r3.3HG0232920,0.161923716,5.684282384,0.525043668,0.99971513
HORVU.MOREX.r3.2HG0151430,0.22981083,3.270238892,0.525139754,0.99971513
HORVU.MOREX.r3.6HG0616230,0.163197333,6.213044166,0.525162813,0.99971513
HORVU.MOREX.r3.7HG0737970,0.161829782,5.855036379,0.52526557,0.99971513
HORVU.MOREX.r3.1HG0054500,0.188007453,4.173231757,0.525295056,0.99971513
HORVU.MOREX.r3.6HG0602290,-0.169974614,4.841593831,0.52538307,0.99971513
HORVU.MOREX.r3.5HG0471980,-0.226411569,3.328493884,0.525436201,0.99971513
HORVU.MOREX.r3.7HG0676160,0.175826746,4.571239975,0.525456148,0.99971513
HORVU.MOREX.r3.7HG0653720,-0.214439307,3.561106855,0.525489084,0.99971513
HORVU.MOREX.r3.1HG0080190,-0.16860104,4.914827142,0.525596454,0.99971513
HORVU.MOREX.r3.5HG0459340,0.165577244,5.114241544,0.525764592,0.99971513
HORVU.MOREX.r3.5HG0519720,-0.164527092,6.437982089,0.52596095,0.99971513
HORVU.MOREX.r3.3HG0274180,-0.221071686,3.425469193,0.526023003,0.99971513
HORVU.MOREX.r3.2HG0100760,0.164801745,6.478155984,0.526103547,0.99971513
HORVU.MOREX.r3.3HG0221130,-0.170379112,7.00359111,0.526288944,0.99971513
HORVU.MOREX.r3.6HG0596100,-0.162858663,5.35779853,0.526497204,0.99971513
HORVU.MOREX.r3.5HG0425660,-0.218648453,3.465929422,0.52652832,0.99971513
HORVU.MOREX.r3.2HG0182690,-0.302251222,1.969510566,0.526614785,0.99971513
HORVU.MOREX.r3.6HG0616500,-0.169064152,6.908032468,0.526699357,0.99971513
HORVU.MOREX.r3.6HG0552460,0.216022543,3.516770239,0.526704645,0.99971513
HORVU.MOREX.r3.5HG0457870,0.170339777,4.793523956,0.526720943,0.99971513
HORVU.MOREX.r3.3HG0249970,0.166273623,6.65876026,0.526744367,0.99971513
HORVU.MOREX.r3.3HG0232410,0.161928852,5.484686362,0.526791278,0.99971513
HORVU.MOREX.r3.6HG0549040,-0.163976499,6.414708495,0.526832978,0.99971513
HORVU.MOREX.r3.1HG0049060,0.179497339,4.413741863,0.526923596,0.99971513
HORVU.MOREX.r3.3HG0235900,0.161829712,5.493065713,0.526966595,0.99971513
HORVU.MOREX.r3.1HG0074200,-0.400388437,0.518370572,0.527100648,0.99971513
HORVU.MOREX.r3.1HG0040360,-0.279932506,2.358778715,0.527105652,0.99971513
HORVU.MOREX.r3.5HG0507840,-0.218345864,3.462723886,0.527447676,0.99971513
HORVU.MOREX.r3.2HG0117010,-0.19040162,4.079315385,0.527568701,0.99971513
HORVU.MOREX.r3.7HG0708640,-0.299799722,2.004601868,0.527583271,0.99971513
HORVU.MOREX.r3.6HG0546930,-0.160955166,5.901191294,0.527690052,0.99971513
HORVU.MOREX.r3.1HG0075630,0.292853513,2.129292873,0.527707864,0.99971513
HORVU.MOREX.r3.6HG0581440,0.160806762,5.799497054,0.527753943,0.99971513
HORVU.MOREX.r3.6HG0628390,0.224851659,11.093617,0.527775294,0.99971513
HORVU.MOREX.r3.2HG0141420,0.212184535,3.585951393,0.527833954,0.99971513
HORVU.MOREX.r3.2HG0128960,0.251745833,2.845985914,0.527865509,0.99971513
HORVU.MOREX.r3.7HG0684880,-0.16106919,5.995620067,0.527965333,0.99971513
HORVU.MOREX.r3.2HG0195970,-0.167890327,4.896606356,0.527986208,0.99971513
HORVU.MOREX.r3.2HG0104650,0.160743623,5.689365653,0.528009777,0.99971513
HORVU.MOREX.r3.4HG0403070,-0.165483867,6.632440419,0.528048371,0.99971513
HORVU.MOREX.r3.2HG0178880,0.334328645,1.420646888,0.528048381,0.99971513
HORVU.MOREX.r3.7HG0639310,-0.397658,0.532491429,0.528204342,0.99971513
HORVU.MOREX.r3.1HG0085240,-0.185346868,4.210084255,0.528318494,0.99971513
HORVU.MOREX.r3.1HG0078570,-0.193781545,3.984006162,0.528372301,0.99971513
HORVU.MOREX.r3.2HG0178960,-0.182233693,4.303715861,0.528378266,0.99971513
HORVU.MOREX.r3.3HG0325360,-0.32422177,1.57879243,0.528416863,0.99971513
HORVU.MOREX.r3.7HG0725470,0.220434786,3.411548628,0.52848895,0.99971513
HORVU.MOREX.r3.6HG0618090,-0.170700633,7.107717734,0.528631717,0.99971513
HORVU.MOREX.r3.2HG0214240,-0.278234207,2.375413139,0.528661024,0.99971513
HORVU.MOREX.r3.3HG0304310,-0.220707588,3.404451839,0.528675256,0.99971513
HORVU.MOREX.r3.3HG0240960,0.273314361,2.458292082,0.52868629,0.99971513
HORVU.MOREX.r3.6HG0620390,-0.164899743,5.075612683,0.528718378,0.99971513
HORVU.MOREX.r3.2HG0174770,-0.191137208,4.046589904,0.528749546,0.99971513
HORVU.MOREX.r3.4HG0377280,0.181977388,7.986306366,0.528757446,0.99971513
HORVU.MOREX.r3.7HG0700360,0.209738577,3.621831825,0.528874742,0.99971513
HORVU.MOREX.r3.3HG0298190,-0.200362739,3.81900103,0.52911352,0.99971513
HORVU.MOREX.r3.5HG0510200,-0.239222174,3.055883426,0.529180522,0.99971513
HORVU.MOREX.r3.7HG0739110,0.185669349,4.188000977,0.529184271,0.99971513
HORVU.MOREX.r3.2HG0121120,0.31073594,1.786415674,0.529384547,0.99971513
HORVU.MOREX.r3.5HG0516480,0.160825289,5.49880318,0.529388596,0.99971513
HORVU.MOREX.r3.4HG0386800,-0.173621606,7.36564594,0.52941493,0.99971513
HORVU.MOREX.r3.5HG0517500,0.18898893,8.538248,0.529515795,0.99971513
HORVU.MOREX.r3.2HG0135860,0.168699073,4.817926749,0.529556195,0.99971513
HORVU.MOREX.r3.2HG0108200,-0.160473152,6.025997036,0.529754242,0.99971513
HORVU.MOREX.r3.7HG0659660,-0.242453796,2.990327538,0.529875991,0.99971513
HORVU.MOREX.r3.5HG0487090,-0.178184689,4.412626088,0.529907062,0.99971513
HORVU.MOREX.r3.7HG0640780,-0.16491379,6.658229725,0.530130871,0.99971513
HORVU.MOREX.r3.3HG0237440,-0.22407115,3.324750156,0.530195208,0.99971513
HORVU.MOREX.r3.2HG0202740,-0.159825523,5.805865351,0.530262439,0.99971513
HORVU.MOREX.r3.1HG0020300,-0.207401448,3.656009333,0.530320299,0.99971513
HORVU.MOREX.r3.5HG0486070,0.160911296,5.419139136,0.53035872,0.99971513
HORVU.MOREX.r3.2HG0102600,0.22982137,3.213233342,0.530454341,0.99971513
HORVU.MOREX.r3.2HG0167540,-0.161745483,6.315367787,0.530567749,0.99971513
HORVU.MOREX.r3.2HG0217450,-0.263192163,2.616667932,0.530574613,0.99971513
HORVU.MOREX.r3.3HG0231080,-0.206772257,3.665317282,0.530593195,0.99971513
HORVU.MOREX.r3.5HG0426480,-0.161759312,5.289545337,0.530654513,0.99971513
HORVU.MOREX.r3.7HG0655200,-0.240329976,3.019476343,0.53077155,0.99971513
HORVU.MOREX.r3.3HG0315350,0.301326128,1.936042059,0.530828579,0.99971513
HORVU.MOREX.r3.7HG0700200,0.199072415,3.83334398,0.530870903,0.99971513
HORVU.MOREX.r3.4HG0338170,-0.244138156,2.944932398,0.530942704,0.99971513
HORVU.MOREX.r3.5HG0513090,0.177311117,7.706114532,0.531039599,0.99971513
HORVU.MOREX.r3.4HG0411050,0.172167353,4.62453491,0.531126762,0.99971513
HORVU.MOREX.r3.7HG0681220,-0.168154575,4.81267784,0.531148766,0.99971513
HORVU.MOREX.r3.2HG0128750,-0.163758675,5.087374986,0.53116934,0.99971513
HORVU.MOREX.r3.2HG0164770,-0.21976924,3.397674469,0.531172305,0.99971513
HORVU.MOREX.r3.6HG0602230,-0.185813586,4.160099786,0.531199321,0.99971513
HORVU.MOREX.r3.7HG0664460,-0.190582593,4.030168622,0.531212797,0.99971513
HORVU.MOREX.r3.7HG0666830,0.159721463,5.972209364,0.531216754,0.99971513
HORVU.MOREX.r3.4HG0369570,0.189044978,8.602432546,0.531263087,0.99971513
HORVU.MOREX.r3.1HG0018350,-0.270129277,2.486169232,0.531406805,0.99971513
HORVU.MOREX.r3.3HG0288040,-0.231935828,3.162164995,0.531488486,0.99971513
HORVU.MOREX.r3.2HG0168270,-0.214500833,3.496053608,0.531654314,0.99971513
HORVU.MOREX.r3.5HG0489580,0.205645526,3.677538945,0.531658514,0.99971513
HORVU.MOREX.r3.4HG0335500,0.169860456,7.142882616,0.531682822,0.99971513
HORVU.MOREX.r3.5HG0465360,-0.168277886,7.014918337,0.531714811,0.99971513
HORVU.MOREX.r3.7HG0723550,-0.184938682,4.179101929,0.531720266,0.99971513
HORVU.MOREX.r3.7HG0693700,0.162525167,6.475268041,0.531824808,0.99971513
HORVU.MOREX.r3.6HG0628590,0.188346715,8.570402914,0.531854243,0.99971513
HORVU.MOREX.r3.7HG0679760,0.160973814,5.321390098,0.531970057,0.99971513
HORVU.MOREX.r3.4HG0336060,-0.164922794,6.72902508,0.531976874,0.99971513
HORVU.MOREX.r3.4HG0410760,0.179955436,4.321162157,0.532162553,0.99971513
HORVU.MOREX.r3.5HG0438400,0.334728686,1.354529251,0.532308717,0.99971513
HORVU.MOREX.r3.6HG0565400,-0.333915543,1.362926849,0.532320756,0.99971513
HORVU.MOREX.r3.4HG0343790,-0.159114773,5.88696603,0.53232387,0.99971513
HORVU.MOREX.r3.7HG0670560,0.182207667,4.2471974,0.532338251,0.99971513
HORVU.MOREX.r3.5HG0529590,-0.33259641,1.387222202,0.532527442,0.99971513
HORVU.MOREX.r3.1HG0041580,0.160497193,6.253037628,0.532644097,0.99971513
HORVU.MOREX.r3.6HG0595110,-0.179132684,4.343429898,0.532733723,0.99971513
HORVU.MOREX.r3.6HG0613310,0.197512939,3.845582838,0.532799363,0.99971513
HORVU.MOREX.r3.7HG0698910,0.178304067,4.366959355,0.532809358,0.99971513
HORVU.MOREX.r3.5HG0478080,0.288957829,2.13197141,0.532818863,0.99971513
HORVU.MOREX.r3.7HG0749360,0.184212492,8.296362167,0.532934615,0.99971513
HORVU.MOREX.r3.7HG0636420,-0.158801231,5.726408047,0.532935422,0.99971513
HORVU.MOREX.r3.5HG0509920,0.160008362,6.196371833,0.533062903,0.99971513
HORVU.MOREX.r3.1HG0028320,0.158777084,5.716579323,0.533070948,0.99971513
HORVU.MOREX.r3.3HG0263860,-0.161447243,6.410736276,0.533147155,0.99971513
HORVU.MOREX.r3.6HG0609860,-0.165452813,4.91542585,0.533174569,0.99971513
HORVU.MOREX.r3.3HG0280970,0.159661862,5.430013207,0.533350114,0.99971513
HORVU.MOREX.r3.4HG0349450,0.18380241,8.282428045,0.533438611,0.99971513
HORVU.MOREX.r3.2HG0145350,-0.193940966,3.921704826,0.53350139,0.99971513
HORVU.MOREX.r3.4HG0368300,-0.159224034,6.079465447,0.533539237,0.99971513
HORVU.MOREX.r3.5HG0448670,0.172252701,4.578286545,0.533547473,0.99971513
HORVU.MOREX.r3.2HG0171100,-0.159927849,6.217507208,0.533553072,0.99971513
HORVU.MOREX.r3.4HG0377890,-0.160791597,6.356910071,0.533751387,0.99971513
HORVU.MOREX.r3.7HG0655970,-0.235082528,3.079541762,0.534129515,0.99971513
HORVU.MOREX.r3.3HG0256040,-0.221297486,3.336339193,0.534331453,0.99971513
HORVU.MOREX.r3.5HG0491230,0.351169906,1.078044858,0.534351641,0.99971513
HORVU.MOREX.r3.4HG0403100,-0.163075949,6.648232243,0.534440333,0.99971513
HORVU.MOREX.r3.3HG0298750,0.171912921,4.571911837,0.534661655,0.99971513
HORVU.MOREX.r3.4HG0399480,0.370128162,0.80578661,0.534718387,0.99971513
HORVU.MOREX.r3.5HG0510770,-0.252161173,2.760663816,0.53474474,0.99971513
HORVU.MOREX.r3.5HG0433530,-0.167257299,7.036001359,0.53483071,0.99971513
HORVU.MOREX.r3.2HG0209180,0.181343457,8.144973377,0.534891846,0.99971513
HORVU.MOREX.r3.4HG0393630,0.171340736,7.37126348,0.53500399,0.99971513
HORVU.MOREX.r3.7HG0714440,-0.295062274,1.995783655,0.535005926,0.99971513
HORVU.MOREX.r3.2HG0187930,0.285776141,2.160073725,0.535079051,0.99971513
HORVU.MOREX.r3.3HG0294660,-0.268536877,2.46651747,0.535139082,0.99971513
HORVU.MOREX.r3.7HG0701300,-0.220018239,3.351460043,0.53519892,0.99971513
HORVU.MOREX.r3.7HG0720960,-0.237579696,3.021168134,0.53520606,0.99971513
HORVU.MOREX.r3.6HG0572310,0.213672991,3.474676557,0.535226695,0.99971513
HORVU.MOREX.r3.5HG0489060,-0.175392589,7.701786793,0.535343539,0.99971513
HORVU.MOREX.r3.3HG0304640,-0.179073801,4.305170406,0.535413152,0.99971513
HORVU.MOREX.r3.3HG0230920,0.227326675,3.208753416,0.535537629,0.99971513
HORVU.MOREX.r3.1HG0059000,-0.307273065,1.772522302,0.535554752,0.99971513
HORVU.MOREX.r3.4HG0382540,-0.256762778,2.67071856,0.535647511,0.99971513
HORVU.MOREX.r3.4HG0362850,-0.265332993,2.516037949,0.535667981,0.99971513
HORVU.MOREX.r3.2HG0113380,-0.165219954,6.89703718,0.535831259,0.99971513
HORVU.MOREX.r3.7HG0687590,-0.195680915,9.258807086,0.535857767,0.99971513
HORVU.MOREX.r3.2HG0193230,-0.331776649,1.349800905,0.535859065,0.99971513
HORVU.MOREX.r3.7HG0642810,-0.324598735,1.466814008,0.535938725,0.99971513
HORVU.MOREX.r3.2HG0132730,-0.204636884,3.651199322,0.53605577,0.99971513
HORVU.MOREX.r3.7HG0652040,-0.158883717,6.210081737,0.536080527,0.99971513
HORVU.MOREX.r3.2HG0124550,-0.162161892,6.621571985,0.536125102,0.99971513
HORVU.MOREX.r3.2HG0189960,-0.160166479,5.23148642,0.536178826,0.99971513
HORVU.MOREX.r3.4HG0331540,-0.176295281,4.382979732,0.536331138,0.99971513
HORVU.MOREX.r3.6HG0543350,-0.279981857,2.245083282,0.536359079,0.99971513
HORVU.MOREX.r3.5HG0443980,-0.167682764,4.727298,0.536376762,0.99971513
HORVU.MOREX.r3.7HG0710180,0.38019404,0.649856619,0.536496247,0.99971513
HORVU.MOREX.r3.7HG0712420,0.180142745,8.108937529,0.536543141,0.99971513
HORVU.MOREX.r3.5HG0521040,0.172482729,7.514025477,0.536568842,0.99971513
HORVU.MOREX.r3.2HG0122110,-0.263040434,2.546455291,0.5367677,0.99971513
HORVU.MOREX.r3.2HG0188620,0.172458601,4.514553125,0.536767878,0.99971513
HORVU.MOREX.r3.4HG0399270,-0.330377183,1.370365493,0.536874204,0.99971513
HORVU.MOREX.r3.5HG0509890,0.270798163,2.405201831,0.536951707,0.99971513
HORVU.MOREX.r3.1HG0059730,0.362803049,0.881889658,0.537156447,0.99971513
HORVU.MOREX.r3.7HG0690550,-0.157219011,5.68870253,0.537181288,0.99971513
HORVU.MOREX.r3.6HG0629730,-0.229290954,11.80058387,0.537229046,0.99971513
HORVU.MOREX.r3.5HG0497930,-0.255667234,2.671223247,0.53737247,0.99971513
HORVU.MOREX.r3.3HG0243230,-0.245448186,2.85223493,0.537393558,0.99971513
HORVU.MOREX.r3.7HG0637150,-0.319508148,1.538847368,0.537580284,0.99971513
HORVU.MOREX.r3.4HG0404690,-0.189305824,3.988288767,0.537625411,0.99971513
HORVU.MOREX.r3.2HG0188370,0.216890419,3.387814495,0.537630541,0.99971513
HORVU.MOREX.r3.7HG0662670,0.162994406,6.765462215,0.537737048,0.99971513
